DFD_001	DFD_005	DFD_009	DFD_016	DFD_019	DFD_023	DFD_026	DFD_027	DFD_030	DFD_043	DFD_045	DFD_049	DFD_050	DFD_052	DFD_057	DFD_062	DFD_080	DFD_082	DFD_085	DFD_087	Unassigned
PSME_11486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11489	598	562	831	128	1356	363	92	47	5043	17391	116	3870	492	106	2081	13	200	1	26	139	1127
PSME_11490	1048	117	459	82	201	103	1	6	1	1136	14	913	127	91	24	155	116	209	43	119	173
PSME_11491	465	511	282	125	79	4	0	5	794	3415	295	2574	8	105	172	355	726	0	37	283	315
PSME_11492	2725	1294	3065	459	884	965	89	174	4036	3276	1134	4103	642	483	526	615	802	1365	221	1309	935
PSME_11493	8	0	7	2	0	0	0	0	0	8	0	4	0	0	0	7	0	0	0	0	3
PSME_11494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11496	21235	10792	23704	1958	8471	7901	865	1232	17028	20946	4928	22437	2938	3886	1703	2530	3845	13315	1354	9164	6422
PSME_11497	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PSME_11498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11499	64	16	122	0	13	16	0	10	0	122	18	85	12	45	0	36	3	1	15	28	23
PSME_11500	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11502	3124	1520	2728	419	1224	1185	157	95	1462	4072	643	3902	1692	994	488	284	549	829	265	1224	958
PSME_11503	2908	881	1073	210	633	261	37	158	669	1499	849	1762	218	416	265	518	328	159	31	291	426
PSME_11504	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0
PSME_11505	23233	13813	35975	2696	8006	9794	749	1418	9157	27482	3008	36688	3296	5317	4020	2068	4186	3351	1975	6851	7143
PSME_11506	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11507	24272	4761	11871	1555	6019	2924	188	338	5912	18380	2883	12973	2840	2673	1998	2119	2956	4791	685	3957	3716
PSME_11508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11509	66	110	434	26	55	54	0	2	608	163	22	226	334	91	18	17	38	0	64	282	103
PSME_11510	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PSME_11511	20	4	6	1	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	4
PSME_11512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSME_11513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11514	368	303	895	98	289	262	9	45	0	775	118	1332	390	267	231	57	209	556	93	371	237
PSME_11515	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
PSME_11516	30	6	33	6	8	3	0	0	3	34	2	36	18	4	0	5	5	2	5	9	5
PSME_11517	3519	1491	4412	390	1652	703	867	1383	7171	4287	1235	757	743	1226	123	636	424	636	111	623	1212
PSME_11518	114	163	267	23	49	78	0	2	92	165	12	308	314	6	12	5	33	8	30	172	58
PSME_11519	1795	967	2198	266	956	681	129	81	830	2194	406	3502	324	573	290	297	401	1874	222	865	672
PSME_11520	1	0	1	0	0	0	0	0	0	0	0	63	0	5	0	0	0	0	0	0	0
PSME_11521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11522	10428	8076	15434	1458	7478	4595	375	497	3470	19131	3511	20061	9274	4045	2506	2966	3607	5954	1238	7111	4840
PSME_11523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11526	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1
PSME_11527	0	0	64	0	11	1	0	0	0	1	0	0	0	0	0	0	4	0	0	13	1
PSME_11528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11529	7	0	8	2	0	2	0	0	0	9	0	3	1	0	1	1	0	0	3	3	2
PSME_11530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11531	6	0	0	0	5	5	0	0	0	34	0	88	0	0	0	0	0	0	0	14	3
PSME_11532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11533	136	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	5
PSME_11534	3082	2375	4067	407	1698	486	101	155	87	3640	557	2857	895	570	443	309	396	260	175	543	810
PSME_11535	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11536	17543	2300	5372	1354	1851	283	394	470	10531	6325	1450	3197	346	2219	420	241	406	61	184	405	1849
PSME_11537	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PSME_11538	244	144	274	32	91	48	68	5	0	314	37	431	0	60	61	21	54	0	12	90	80
PSME_11539	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PSME_11540	8	20	40	2	0	30	0	9	0	35	1	65	1	9	1	0	0	0	8	74	9
PSME_11541	19	8	212	7	78	10	0	0	0	78	7	51	0	14	0	8	0	0	2	17	21
PSME_11542	0	0	3	0	0	21	0	0	0	1	0	13	0	0	0	0	0	0	0	0	1
PSME_11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11544	1162	648	1136	90	844	1175	70	116	2794	1237	373	1815	841	165	288	580	425	1876	216	894	557
PSME_11545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11546	488	226	162	85	108	101	1	0	0	1153	4	80	9	106	42	5	31	0	5	27	125
PSME_11547	1664	746	2103	192	777	420	41	86	1	2067	342	2176	146	418	256	130	227	89	154	1338	446
PSME_11548	38	105	226	1	111	133	0	1	0	518	30	211	94	69	0	7	9	0	18	78	80
PSME_11549	276	85	324	47	109	176	0	37	0	397	74	576	227	121	20	62	88	283	47	246	121
PSME_11550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11551	1	3	5	0	1	3	0	0	0	1	10	0	0	0	3	2	0	3	0	1	2
PSME_11552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11553	222	162	342	49	37	80	4	13	0	251	28	247	109	75	12	41	61	76	27	119	67
PSME_11554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11555	3951	1896	1960	307	727	979	0	0	314	5429	232	7943	85	2993	985	282	1940	894	20	350	1196
PSME_11556	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11558	8	7	3	2	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	2	2
PSME_11559	14	0	4	0	40	0	0	0	0	6	0	43	0	0	17	0	0	0	0	0	3
PSME_11560	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PSME_11561	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
PSME_11562	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PSME_11563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11565	97	40	482	5	95	28	0	2	81	87	24	323	54	58	12	10	106	0	121	56	63
PSME_11566	8	6	5	3	0	4	0	0	0	92	0	2	0	0	0	0	0	0	0	1	4
PSME_11567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11568	501	19	21	0	557	20	9	0	554	783	5	621	1	3	263	0	1285	0	0	1	139
PSME_11569	0	7	33	1	0	11	0	0	0	30	0	7	0	0	0	1	0	0	1	18	5
PSME_11570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11572	17954	4271	14733	1052	5558	1816	445	1140	7694	13491	2446	8078	1545	3187	1607	2150	1261	691	504	2024	3051
PSME_11573	575	345	293	0	66	0	0	0	0	84	2	0	0	0	11	0	0	0	0	0	36
PSME_11574	1948	802	4646	323	1672	661	10	15	63	3567	374	5358	529	752	109	191	361	453	80	521	743
PSME_11575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11576	1	0	2	7	0	15	0	0	0	19	0	7	0	0	0	0	0	0	2	2	3
PSME_11577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11578	117	64	134	21	5	55	0	3	0	265	12	278	0	52	22	43	25	212	9	57	45
PSME_11579	184	49	102	34	172	27	0	3	2	375	46	331	108	32	2	51	30	2	13	253	71
PSME_11580	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSME_11581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11582	6925	3538	7185	974	2738	1075	202	414	13699	10849	1953	13773	594	1932	1539	1355	1677	223	258	1208	2409
PSME_11583	1303	458	1124	202	371	379	2	67	10	1616	269	2138	149	385	226	183	260	509	99	391	343
PSME_11584	6	15	19	4	0	7	0	0	0	4	0	1	0	12	0	0	0	0	1	22	3
PSME_11585	1192	103	355	34	249	120	7	44	0	342	45	60	362	125	56	4	221	284	5	95	126
PSME_11586	11	0	2	0	0	0	0	2	0	3	18	0	0	0	0	1	0	0	0	0	0
PSME_11587	0	0	3	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PSME_11588	54	15	43	5	2	0	0	1	0	33	5	59	0	12	1	6	13	0	1	4	4
PSME_11589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11591	1564	608	1651	190	583	409	34	24	0	2084	196	2290	287	339	195	218	211	494	84	490	427
PSME_11592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11593	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	2	0
PSME_11594	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	1	23	0	0	1	0
PSME_11595	0	0	0	0	0	0	0	0	0	2	2	0	0	5	0	0	0	0	0	1	0
PSME_11596	1072	4954	3036	21	1175	26	96	90	3116	1788	442	8162	224	34	2297	9479	862	1	2	2192	1300
PSME_11597	2281	395	2316	301	973	1087	37	22	8213	5785	2059	12109	597	885	676	306	672	4	329	512	1324
PSME_11598	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PSME_11599	54	7	23	9	11	0	0	0	0	23	13	25	0	1	24	7	0	0	0	1	9
PSME_11600	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSME_11601	6	8	38	1	22	5	0	0	0	5	0	31	0	5	12	0	0	0	4	7	3
PSME_11602	1081	516	818	101	484	318	4	26	918	1060	247	1517	445	245	194	223	237	528	90	360	356
PSME_11603	2118	2138	4130	236	1531	2051	20	78	1857	7190	939	4013	760	1297	906	360	1026	1008	294	1376	1042
PSME_11604	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
PSME_11605	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
PSME_11606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11607	1262	2108	1421	157	265	109	44	52	1660	2211	1390	2860	461	254	440	83	475	256	25	113	515
PSME_11608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11612	647	256	487	89	167	102	0	1	70	632	62	452	0	72	20	61	119	0	10	85	100
PSME_11613	3	2	6	0	0	2	0	2	0	5	1	9	0	0	0	0	0	0	0	2	3
PSME_11614	0	0	7	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1
PSME_11615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11616	1587	307	1863	74	824	263	10	16	1	913	32	547	500	135	37	12	121	0	7	306	246
PSME_11617	153	40	229	23	151	86	0	2	3	167	67	246	104	25	17	20	30	20	20	82	48
PSME_11618	1043	193	675	76	564	124	0	10	490	823	104	950	124	134	96	122	148	123	40	171	197
PSME_11619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11620	791	439	987	108	494	346	30	61	113	1168	126	1316	293	319	147	134	163	170	164	685	262
PSME_11621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11623	502	87	236	66	181	16	0	9	0	228	48	229	90	118	32	67	9	33	16	48	71
PSME_11624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11628	2896	2779	11243	728	3065	726	52	50	765	9853	484	6671	1167	1992	1290	121	1877	377	146	1835	1705
PSME_11629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11630	2508	1008	2165	230	804	162	0	25	0	1816	195	4029	200	558	467	253	439	487	24	234	524
PSME_11631	41687	10015	22491	3547	12828	4525	458	698	11071	30670	5579	32625	5056	6043	3277	3867	5531	7069	1219	7419	6842
PSME_11632	262	0	11	6	0	4	0	0	0	1	0	87	13	0	5	0	0	0	0	1	14
PSME_11633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11634	1827	416	1286	112	290	62	0	4	40	1080	43	332	9	241	18	97	114	0	13	126	209
PSME_11635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11637	1078	696	1560	53	615	658	0	23	0	254	168	1989	209	447	582	96	323	488	151	314	340
PSME_11638	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
PSME_11639	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PSME_11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11642	471	545	1764	266	301	1313	58	75	855	2301	114	3650	527	258	590	161	358	707	126	231	466
PSME_11643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11644	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0
PSME_11645	2	6	7	0	0	18	0	0	0	2	0	65	58	7	0	0	13	0	3	3	10
PSME_11646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11647	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	1	0
PSME_11648	994	513	978	112	505	258	0	18	0	1625	77	1154	134	156	36	49	273	257	30	307	254
PSME_11649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11653	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1
PSME_11654	1825	1317	3636	555	1163	168	82	97	4575	5601	168	2309	364	983	342	154	324	7	99	936	872
PSME_11655	10080	1997	1505	354	1058	982	229	222	3399	2448	2069	9953	668	1140	1043	875	395	1768	93	409	1190
PSME_11656	1457	687	1681	232	703	346	0	50	97	1755	166	1855	560	468	242	277	237	328	103	530	411
PSME_11657	927	1844	2653	469	1694	1298	0	59	1036	3060	208	7181	924	847	356	317	445	1552	345	1557	875
PSME_11658	8	2	1	0	5	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	7
PSME_11659	2753	873	1730	253	902	588	5	52	2804	2584	472	2469	994	467	235	209	449	330	125	708	618
PSME_11660	15	28	0	3	0	4	0	0	0	6	0	20	0	25	0	0	0	0	2	0	9
PSME_11661	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PSME_11662	0	1	7	1	0	1	0	0	0	21	0	15	0	0	0	0	0	0	1	0	2
PSME_11663	13313	5015	11115	2232	4382	4311	155	605	7205	17703	1819	22233	3557	4334	1517	1767	2231	3660	1084	5174	4405
PSME_11664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11666	257	401	693	37	183	129	14	30	626	624	92	735	301	112	42	208	136	109	89	570	203
PSME_11667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11668	1587	478	945	132	617	441	9	29	18	1138	187	1304	709	262	181	171	250	292	76	330	326
PSME_11669	0	5	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	1	1
PSME_11670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11674	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
PSME_11675	433	102	352	40	125	91	0	3	0	327	42	342	215	99	59	20	31	200	11	82	100
PSME_11676	0	2	3	2	0	0	0	0	0	5	0	12	0	0	0	14	0	0	0	0	2
PSME_11677	1841	880	2322	296	1196	703	5	72	1480	4187	476	2783	972	716	391	261	329	772	158	603	728
PSME_11678	733	241	781	64	306	140	25	11	0	800	95	1089	0	111	91	72	68	0	40	184	146
PSME_11679	1943	861	1437	11	199	238	32	296	258	1267	174	130	0	396	60	145	23	0	64	103	278
PSME_11680	1	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PSME_11681	2275	1061	3061	326	1455	713	51	135	2193	3159	816	3664	880	670	380	421	592	930	196	916	809
PSME_11682	1633	1428	5016	132	1437	1701	72	66	684	2134	338	1209	1155	543	225	202	469	1680	181	1066	762
PSME_11683	86	55	82	6	47	14	0	3	0	44	13	240	0	2	0	41	1	0	0	23	16
PSME_11684	3306	1026	1697	279	1050	580	17	24	428	2516	325	3356	761	837	294	310	297	568	167	698	651
PSME_11685	1361	1263	3512	277	1284	776	27	39	485	2544	151	4232	898	902	440	179	533	909	218	863	710
PSME_11686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11688	1074	401	705	145	467	384	0	51	318	1376	284	1423	556	439	172	104	290	479	66	486	282
PSME_11689	10291	10883	45075	1588	17372	4314	102	101	3261	17734	1606	30701	5374	6913	3773	1155	7590	2681	796	7288	6592
PSME_11690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11691	7	10	6	0	1	5	0	0	7	2	0	11	0	3	9	1	0	1	1	2	3
PSME_11692	10	7	10	2	2	7	0	1	2	11	2	17	3	1	4	0	5	0	6	11	5
PSME_11693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11694	33	8	16	1	0	3	0	0	0	24	6	2	0	0	0	6	0	0	0	3	2
PSME_11695	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11697	4	8	13	0	7	43	1	0	0	0	0	167	133	1	1	2	1	7	6	25	8
PSME_11698	124	105	66	1	42	0	0	0	0	40	66	0	0	1	2	383	6	0	0	1	27
PSME_11699	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11701	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
PSME_11702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11704	5	1	9	0	0	2	0	0	0	5	0	6	0	0	0	1	0	0	0	2	2
PSME_11705	0	0	3	1	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	1	1
PSME_11706	1	9	48	1	59	0	0	0	0	2	1	6	0	0	17	0	0	0	0	7	6
PSME_11707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11708	2923	1760	4093	395	952	894	57	167	699	3297	550	8130	1109	1768	613	253	902	741	292	1429	1056
PSME_11709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11711	5	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	1
PSME_11712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11713	8	0	0	0	0	2	0	0	0	6	0	11	0	0	0	0	0	0	1	0	0
PSME_11714	1	0	6	2	0	2	0	0	0	3	0	6	0	0	0	0	0	0	0	1	0
PSME_11715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11717	442	335	766	140	377	309	9	54	1011	1985	244	1044	495	171	169	292	475	156	86	484	295
PSME_11718	0	0	0	1	0	4	0	0	0	5	0	18	0	4	0	1	0	2	0	0	4
PSME_11719	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PSME_11720	2520	1149	2950	407	715	1029	83	224	753	3097	293	4141	1150	822	393	235	854	718	193	1465	794
PSME_11721	29	11	3	2	40	6	0	1	0	19	0	18	0	0	0	0	0	0	0	3	3
PSME_11722	0	0	6	0	0	4	0	0	0	13	0	9	17	0	0	0	9	0	0	5	2
PSME_11723	18	30	28	5	29	9	0	1	1	38	1	63	24	14	3	5	23	9	9	15	10
PSME_11724	3571	3791	7466	1413	2700	3950	40	79	997	8969	137	7129	2174	2672	1119	359	975	4714	1593	6096	2101
PSME_11725	409	130	56	66	48	355	11	34	1	1016	10	1471	3	56	208	97	108	31	31	49	155
PSME_11726	3994	2497	5660	587	1924	1757	80	213	1573	5954	517	6798	1971	1350	762	506	901	1081	426	1816	1385
PSME_11727	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11728	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PSME_11729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11731	716	321	436	66	161	150	0	13	0	654	92	646	500	81	58	55	123	25	68	209	158
PSME_11732	3088	2347	7202	620	2454	749	118	68	1185	5253	499	7373	2125	1231	595	538	687	814	200	840	1313
PSME_11733	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	1
PSME_11734	292	114	1038	39	506	44	0	3	0	410	93	438	220	68	70	78	34	0	18	42	128
PSME_11735	9	6	7	0	0	5	0	1	0	15	2	17	3	0	1	0	8	0	1	6	3
PSME_11736	107	10	25	8	4	7	37	1	424	270	12	71	0	4	12	16	3	0	0	6	26
PSME_11737	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PSME_11738	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PSME_11739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11740	7518	1307	3715	552	1000	944	10	101	1075	4589	531	4700	1127	993	398	561	579	55	169	895	1065
PSME_11741	22010	11561	23056	3002	12591	6721	925	1310	10944	33321	7899	28703	9716	6475	4087	4283	5086	15704	2314	9920	7415
PSME_11742	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11743	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PSME_11744	0	0	1	1	7	0	0	0	1	4	0	5	0	0	0	1	2	0	1	4	2
PSME_11745	2269	552	2816	164	1715	170	367	605	6840	4302	1117	1608	235	494	237	761	348	248	120	238	894
PSME_11746	307	28	247	7	38	54	9	37	0	6	8	655	30	289	5	12	83	0	18	14	78
PSME_11747	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PSME_11748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11749	116	14	120	32	52	34	30	8	0	830	18	425	37	49	25	6	42	0	13	58	49
PSME_11750	2994	642	1244	136	341	48	0	4	846	1619	67	401	471	256	11	209	173	0	21	243	296
PSME_11751	567	23	37	44	604	27	112	246	599	174	409	15	0	274	10	101	123	0	0	16	124
PSME_11752	10723	3806	883	1548	2892	24	340	566	4516	11324	2020	30026	278	1149	1391	1432	2117	1	16	98	2394
PSME_11753	5	4	7	0	0	0	0	0	0	3	1	5	0	0	0	1	1	0	0	1	0
PSME_11754	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_11755	2083	1118	3163	392	919	527	107	117	633	3839	376	4643	920	881	534	475	591	928	277	1061	851
PSME_11756	1	0	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
