DFD_001	DFD_005	DFD_009	DFD_016	DFD_019	DFD_023	DFD_026	DFD_027	DFD_030	DFD_043	DFD_045	DFD_049	DFD_050	DFD_052	DFD_057	DFD_062	DFD_080	DFD_082	DFD_085	DFD_087	Unassigned
PSME_34662	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
PSME_34663	36	31	86	8	12	0	9	4	0	120	4	258	0	20	11	21	29	0	5	10	24
PSME_34664	235	154	468	80	128	147	63	16	33	420	48	515	127	98	51	35	172	118	40	153	92
PSME_34665	46	31	60	3	14	0	0	3	1	24	21	11	0	2	0	0	0	0	0	9	7
PSME_34666	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
PSME_34667	0	5	41	3	0	11	0	0	0	4	0	24	0	6	9	0	0	0	2	0	9
PSME_34668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34669	372	182	367	48	436	34	0	9	320	368	88	298	89	69	40	58	74	0	33	100	113
PSME_34670	922	550	1107	114	361	297	0	19	0	1460	244	1693	440	250	175	107	271	410	59	299	323
PSME_34671	338	500	1063	264	632	386	44	41	0	949	21	2870	659	419	243	56	1293	2453	184	510	427
PSME_34672	1776	1415	2773	272	1315	1181	112	56	4	3651	288	3978	1453	913	510	345	690	1826	329	1402	776
PSME_34673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34676	13	1	35	2	0	4	0	0	0	10	58	1	2	0	4	13	0	0	2	9	8
PSME_34677	909	370	538	85	303	393	2	23	1504	985	195	1122	466	216	135	177	169	290	71	472	295
PSME_34678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34680	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34681	13	0	0	0	0	10	0	0	0	1	0	0	0	5	0	0	0	0	0	3	0
PSME_34682	84	130	186	12	54	7	0	0	0	22	4	216	0	43	28	0	18	0	11	5	32
PSME_34683	227	94	266	27	82	72	0	8	0	330	12	446	102	75	26	40	44	0	37	86	82
PSME_34684	56	57	760	34	162	24	0	2	441	44	29	123	181	34	6	53	180	0	10	358	78
PSME_34685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34686	4	1	2	0	0	0	0	1	0	4	0	2	1	0	0	0	1	0	0	0	1
PSME_34687	5	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0
PSME_34688	1724	864	2534	336	817	683	17	95	0	2717	390	3993	742	529	391	287	461	711	185	575	683
PSME_34689	43906	9791	29477	1505	10386	3344	1803	3567	50944	15002	6886	5767	1369	3765	1127	4055	779	1769	1001	2285	6781
PSME_34690	2748	1274	2898	287	1171	811	80	108	2558	3492	666	4939	1255	1018	420	398	579	852	251	1200	991
PSME_34691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34692	2871	6528	11283	660	1887	313	95	11	894	6386	392	52970	547	5298	2633	151	2243	1	723	732	3368
PSME_34693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34696	846	69	64	5	145	74	0	33	2	223	77	243	240	145	9	63	0	9	110	387	91
PSME_34697	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PSME_34698	31353	6462	15297	1175	6779	3811	341	772	23412	18051	3883	4832	3418	4838	882	1327	1087	1402	916	5257	5020
PSME_34699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34700	6469	3032	2689	873	2104	1354	88	131	1404	7300	901	8600	782	612	639	508	806	867	333	928	1312
PSME_34701	1129	731	1404	210	344	479	20	61	309	1661	195	2398	748	495	325	245	271	732	155	613	449
PSME_34702	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PSME_34703	3229	1439	5780	566	1227	1677	112	140	1232	5133	952	7025	2197	1831	805	743	699	1754	411	2188	1515
PSME_34704	839	163	532	68	187	151	36	29	47	601	183	988	231	148	81	93	65	0	39	215	189
PSME_34705	3607	1408	4053	416	1172	985	32	93	1676	4124	524	5585	442	893	502	454	711	275	226	1139	956
PSME_34706	929	136	182	35	59	77	0	12	0	655	15	82	547	15	5	96	8	0	4	63	97
PSME_34707	84	17	143	4	10	11	0	1	0	56	13	84	0	10	1	4	35	0	2	16	25
PSME_34708	443	257	363	100	362	124	7	17	930	1083	240	2318	61	94	62	313	78	129	57	50	218
PSME_34709	3050	2844	7040	157	2861	240	191	370	9048	2972	311	9637	627	1105	917	1405	734	1191	545	187	1492
PSME_34710	6007	3706	10341	768	3975	890	106	412	3849	8647	1438	9075	1616	2563	1085	1600	1089	1758	551	2455	2212
PSME_34711	2767	1584	2952	330	1108	747	25	135	1645	3244	600	3562	682	949	485	312	479	800	267	1161	927
PSME_34712	125	28	101	8	36	68	0	1	0	227	34	232	3	27	35	6	21	0	10	39	46
PSME_34713	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PSME_34714	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PSME_34715	1060	1119	1620	232	1038	129	26	12	0	2318	133	1064	78	891	394	136	1359	21	56	96	398
PSME_34716	7	37	59	0	0	11	0	0	0	1	21	67	0	0	1	0	0	0	1	0	8
PSME_34717	8933	6522	11017	1272	4805	3313	155	360	6230	14119	3245	16044	4097	3958	2242	1655	3305	6299	842	4393	3628
PSME_34718	1	0	0	1	0	2	0	0	0	2	0	3	0	3	0	0	1	0	0	4	0
PSME_34719	246	137	207	41	127	22	1	3	216	1209	54	380	88	29	60	33	79	33	19	24	101
PSME_34720	4624	1639	5004	426	1267	639	65	108	1023	4766	536	3710	1321	1415	317	640	710	120	180	1704	1108
PSME_34721	27039	8872	26095	3658	10475	6242	386	718	8656	35643	2845	35347	7055	6523	3769	3197	3592	5246	1978	7973	7198
PSME_34722	12532	4777	13309	1682	4044	4415	208	499	7981	14881	2166	17199	3737	3411	2260	1799	2500	4410	1201	4473	3686
PSME_34723	24	6	12	5	5	8	0	0	0	32	2	628	0	26	108	28	5	0	0	3	22
PSME_34724	7459	3592	13022	1178	3509	1746	109	226	1646	10635	725	13259	1248	1520	1086	797	1099	2405	543	1800	2295
PSME_34725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34726	19	0	77	0	0	19	0	0	0	13	0	47	58	38	6	9	0	0	5	33	11
PSME_34727	82	100	382	22	155	7	0	0	0	427	28	0	20	25	4	5	75	0	0	19	54
PSME_34728	5065	1823	4845	539	1901	1240	202	184	1594	6195	796	7012	1476	1342	696	661	644	407	342	1462	1381
PSME_34729	40	96	295	20	50	30	0	0	0	397	0	673	86	91	7	6	74	0	6	32	69
PSME_34730	412	86	404	32	242	86	37	15	0	204	39	303	216	94	43	36	43	61	42	149	95
PSME_34731	37	1	13	1	0	2	0	0	0	3	0	18	0	2	0	1	0	0	0	5	0
PSME_34732	472	172	815	343	1567	201	0	1	0	2720	12	314	77	528	12	8	158	952	87	460	351
PSME_34733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34736	1848	900	2048	294	654	512	28	74	2600	2610	329	2899	512	454	201	247	529	451	151	630	653
PSME_34737	51	18	102	7	21	24	0	0	0	633	0	142	193	78	88	5	2	0	10	4	42
PSME_34738	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
PSME_34739	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PSME_34740	877	408	761	117	343	170	0	31	942	1010	113	1097	419	192	83	123	145	318	54	275	267
PSME_34741	128	22	883	15	198	267	0	6	28	821	89	52	3	7	4	11	2	495	3	20	106
PSME_34742	1321	0	20	4	9	1	35	70	0	26	8	18	0	0	1	0	0	0	1	0	26
PSME_34743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PSME_34744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34745	159	152	428	31	255	63	0	0	3	189	6	373	230	198	12	35	38	3	34	316	104
PSME_34746	3345	862	3247	278	589	324	0	36	1272	3250	178	1931	662	799	199	193	248	0	158	906	637
PSME_34747	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34748	3237	924	1972	267	562	212	32	33	1170	2523	307	2856	279	534	220	183	413	52	71	314	537
PSME_34749	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0
PSME_34750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34751	12386	3555	23791	1413	15228	4793	317	832	13719	10386	6314	14239	8302	1619	2275	1892	2244	2951	436	3916	4484
PSME_34752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34753	768	330	536	87	454	180	0	12	115	734	149	1039	138	149	141	128	122	151	45	266	214
PSME_34754	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PSME_34755	1454	483	752	74	462	69	50	117	1695	1324	130	535	110	125	144	422	51	1	20	33	263
PSME_34756	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
PSME_34757	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34758	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PSME_34759	920	45	53	8	27	6	0	1	0	165	4	35	0	19	51	10	0	0	1	81	43
PSME_34760	42211	17617	41557	8600	13058	4547	319	407	9681	68649	2286	52667	7908	10411	6121	3171	8776	4537	1232	8444	11082
PSME_34761	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34762	450	147	819	86	259	29	51	71	2175	1713	28	1020	29	68	224	21	198	0	26	39	265
PSME_34763	7607	4669	8841	1226	3629	3065	236	333	4725	11491	1957	13596	3556	3437	1482	1039	2447	3054	681	3269	3005
PSME_34764	5	0	0	0	0	7	0	5	0	7	0	4	0	0	10	0	0	0	1	3	2
PSME_34765	538	247	281	41	90	77	0	32	11	277	96	602	68	146	58	33	86	83	22	125	79
PSME_34766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34767	31087	7986	22871	2702	9730	7699	537	923	9781	29773	3103	19047	6314	6154	4986	2571	2447	9672	1730	6980	6484
PSME_34768	1707	250	963	27	532	18	0	3	461	4076	1967	1731	0	59	263	215	95	18	17	40	426
PSME_34769	3864	1764	5540	532	1810	1058	89	127	3410	5979	700	6152	1214	1435	497	517	947	1018	267	1606	1413
PSME_34770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34771	5	2	10	2	0	5	0	1	0	32	0	5	0	0	0	4	5	0	0	4	2
PSME_34772	3313	2574	7353	936	2108	3192	163	478	4530	2808	1012	5313	1885	2596	694	951	404	1115	880	2828	1697
PSME_34773	5380	2619	4624	513	2600	1672	104	205	7072	6776	1855	7516	2549	1220	542	994	1400	2309	405	1801	1759
PSME_34774	53	6	41	5	18	0	0	0	0	49	3	9	0	13	0	4	6	0	0	10	4
PSME_34775	9930	1738	4762	1039	1204	1491	84	190	4964	6956	840	8340	1324	1566	695	755	1184	996	384	2029	1766
PSME_34776	12294	8518	15736	2616	9206	2516	62	228	3543	26667	1821	27832	3462	4415	2904	1571	4695	5835	1054	2533	4515
PSME_34777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34778	2	0	5	2	0	0	0	0	0	7	0	4	1	0	0	0	0	0	0	0	1
PSME_34779	0	0	7	1	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0	8	1
PSME_34780	364	89	297	42	199	32	20	42	0	274	118	98	0	66	0	84	108	0	3	76	75
PSME_34781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34782	33592	11125	25527	3741	12005	8246	541	927	13699	40510	4281	39768	9142	6713	4095	4629	4759	7019	2097	10610	8313
PSME_34783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34788	2142	2597	5643	352	2107	1445	22	74	2478	3747	614	4732	1798	929	451	416	1158	2002	389	2253	1252
PSME_34789	980	682	1485	106	1024	487	129	82	184	1319	240	1716	194	539	197	183	258	225	112	852	416
PSME_34790	1	13	4	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PSME_34791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PSME_34793	38	0	1	10	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	1
PSME_34794	5167	2492	7358	1097	2733	3342	126	358	3420	10036	1351	9324	3760	1567	1145	850	1266	6118	1125	5325	2502
PSME_34795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34797	82	60	70	10	0	12	0	1	0	92	0	93	5	15	15	4	5	1	3	28	19
PSME_34798	395	142	270	38	99	94	0	12	0	346	56	434	329	64	49	29	67	41	23	104	96
PSME_34799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34800	0	0	8	0	0	0	0	0	0	2	0	3	0	6	0	0	0	0	0	3	0
PSME_34801	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PSME_34802	988	229	953	276	720	215	30	7	0	706	20	128	1497	130	15	92	120	0	2	290	243
PSME_34803	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
PSME_34804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34806	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34807	2698	2700	4629	745	2768	2158	46	148	1158	6796	835	9630	1345	1996	868	386	1368	4450	432	1810	1717
PSME_34808	0	0	3	0	0	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0
PSME_34809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34810	7493	2728	7226	1044	3098	1830	209	375	4752	8917	989	10302	2604	1903	1144	707	1418	1779	564	2055	2103
PSME_34811	12565	2072	8403	518	3237	3304	453	1051	11582	6048	395	3525	1869	1167	653	450	183	290	552	2423	2213
PSME_34812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34813	56339	9360	28018	7535	46275	2497	365	685	19007	30899	6815	28031	2081	7651	7297	19777	2654	2280	295	4910	9606
PSME_34814	1170	609	1076	177	763	261	30	36	230	1459	125	1378	612	263	188	176	277	343	93	463	341
PSME_34815	12664	4467	10277	1373	4426	1640	205	309	5776	16204	1552	15449	2360	2949	1436	1532	2373	2468	482	3096	3240
PSME_34816	2	7	6	3	0	2	0	0	0	25	0	19	1	0	1	9	1	0	1	8	5
PSME_34817	190	124	52	22	114	14	0	2	0	304	4	110	0	39	10	5	103	0	2	21	36
PSME_34818	40	8	157	3	63	11	0	0	0	32	7	166	35	61	0	2	0	0	16	111	27
PSME_34819	72	46	70	36	123	37	0	9	0	121	8	64	34	12	13	38	1	101	1	24	37
PSME_34820	341	72	706	97	176	78	0	3	0	163	63	464	24	71	40	30	20	896	123	12	127
PSME_34821	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34823	39	35	277	11	82	10	0	0	0	146	12	167	1	15	3	1	72	0	3	40	42
PSME_34824	0	0	3	1	0	0	0	0	0	21	1	0	0	0	0	4	0	0	0	0	0
PSME_34825	4610	2144	6401	703	2249	1426	77	115	3807	7941	809	8022	1057	1596	906	1097	1048	1426	361	2059	1683
PSME_34826	1001	401	1091	166	351	230	0	25	69	1434	118	1734	261	269	146	109	130	74	70	285	265
PSME_34827	2961	1106	2425	288	991	727	84	51	3342	2542	464	2549	1164	1037	453	293	645	987	189	823	760
PSME_34828	5679	2551	5712	723	1786	556	306	285	4102	8249	1761	12255	1430	1093	1055	1767	1282	377	222	1478	1691
PSME_34829	0	0	1	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0
PSME_34830	4220	2127	4107	606	2752	891	61	103	1609	5392	663	5335	804	1349	587	414	815	1093	326	1858	1280
PSME_34831	162	29	66	1	41	0	24	16	0	94	9	5	0	7	8	7	31	0	3	6	10
PSME_34832	1109	438	1819	127	459	260	0	19	0	1859	174	1813	109	317	152	99	160	272	72	256	392
PSME_34833	171	35	456	21	93	164	0	15	0	56	26	75	0	335	17	30	0	0	125	44	84
PSME_34834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34835	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	2	8	4
PSME_34836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34837	0	17	41	5	14	0	0	0	0	13	0	4	0	0	2	0	0	0	0	4	2
PSME_34838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34839	7	20	43	11	5	9	0	1	0	16	4	62	2	8	2	2	3	0	1	28	11
PSME_34840	4	0	0	2	0	9	0	0	0	1	0	47	0	7	0	0	7	0	0	1	2
PSME_34841	1546	650	1532	602	425	2192	221	226	1776	2821	331	5130	1150	2093	77	511	555	410	366	2096	930
PSME_34842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34844	0	0	8	1	0	0	0	0	0	2	0	33	0	28	0	0	0	0	0	0	5
PSME_34845	4	0	17	1	0	0	0	3	0	7	0	18	1	0	1	32	0	0	0	1	5
PSME_34846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34847	34	83	157	37	36	71	0	6	0	149	24	291	1	58	9	67	10	0	2	60	43
PSME_34848	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
PSME_34849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34850	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0
PSME_34851	100	20	9	0	0	0	0	0	0	145	3	40	33	8	0	9	0	0	0	9	14
PSME_34852	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1
PSME_34853	2044	664	1909	203	675	398	105	47	220	1903	207	2310	349	477	293	271	421	523	173	443	438
PSME_34854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34855	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
PSME_34856	3838	1899	4283	423	1309	1156	131	152	1395	4711	570	6111	1210	1043	517	727	1024	1523	327	1775	1173
PSME_34857	9086	4481	10848	1720	4611	3072	182	413	5602	14890	1405	13351	2711	2706	1899	1636	1547	3052	962	4869	3289
PSME_34858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34859	5410	2180	4038	653	2293	1438	66	205	2993	5486	1019	7874	1701	1365	620	1309	1218	1050	464	2054	1571
PSME_34860	13205	5777	14554	1342	4937	3580	307	392	6440	13374	1916	14870	3768	3379	2183	1245	2328	2048	579	3743	3339
PSME_34861	2431	1344	2386	367	751	281	111	124	5190	3057	1064	6502	455	976	861	446	657	670	252	783	1002
PSME_34862	1194	250	590	93	104	9	0	0	622	889	12	122	33	86	23	150	1	0	4	40	137
PSME_34863	7934	1980	8084	998	2853	2013	169	160	4308	9615	2002	11682	2748	2007	574	1410	674	1278	803	4648	2310
PSME_34864	602	207	151	16	175	56	12	6	3	398	38	259	75	23	24	15	62	7	5	76	92
PSME_34865	12	10	1	2	0	4	0	0	0	11	0	5	0	0	0	2	0	0	0	0	1
PSME_34866	1099	667	1497	287	966	415	36	100	306	483	201	1460	446	109	496	225	114	1162	169	852	373
PSME_34867	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34868	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
PSME_34869	0	0	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
PSME_34870	11247	5044	12127	1279	5472	3495	626	940	11879	14911	3558	13675	2867	3857	1183	3131	1905	1866	710	3694	3785
PSME_34871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34872	3229	1698	2341	710	1663	1086	190	280	4539	3997	994	6707	1381	1246	812	737	1021	346	266	883	1176
PSME_34873	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34875	2	0	2	1	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
PSME_34876	46389	17965	30672	4190	13951	7913	650	1057	13615	40439	7388	48011	8940	9514	6223	4321	10252	12118	2224	9677	10046
PSME_34877	136	86	88	12	23	39	0	2	0	72	28	148	0	31	6	14	34	0	7	23	25
PSME_34878	263	270	435	59	72	146	2	9	0	456	64	613	0	46	39	55	53	67	43	122	91
PSME_34879	643	485	4482	295	937	5206	23	18	0	1459	79	2004	2804	773	131	108	310	1827	498	2457	916
PSME_34880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34881	185	177	169	23	202	76	0	12	0	202	32	234	12	72	38	11	20	67	13	83	65
PSME_34882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34883	404	172	368	36	82	123	11	23	0	430	54	475	55	73	26	39	38	1	26	150	97
PSME_34884	7	0	12	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1
PSME_34885	1	0	0	0	0	4	0	1	0	17	13	18	0	0	0	0	2	0	0	0	3
PSME_34886	470	8	254	63	196	5	11	0	0	42	0	10	8	9	0	0	0	0	0	2	39
PSME_34887	253	63	253	13	16	108	0	9	0	292	32	319	4	47	46	13	61	120	16	114	65
PSME_34888	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34889	992	187	1006	66	306	122	0	11	0	635	280	171	272	74	39	122	83	70	26	327	168
PSME_34890	0	1	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0
PSME_34891	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
PSME_34892	5051	2119	4840	651	1273	949	38	157	1163	5549	789	6578	1087	1223	632	652	644	851	284	1109	1263
PSME_34893	5	31	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PSME_34894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34895	73	47	71	2	66	0	0	21	0	25	41	69	0	6	1	8	14	0	1	3	14
PSME_34896	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34897	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
PSME_34898	1	0	0	0	0	0	0	0	0	11	1	17	0	0	0	0	0	0	0	7	1
PSME_34899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34901	1187	1935	3865	359	1510	707	22	58	1312	5067	1498	6067	1168	890	957	530	1015	1561	231	1072	1050
PSME_34902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34903	1492	1188	2912	291	924	686	38	76	392	2855	154	4502	416	742	394	298	560	980	258	933	706
PSME_34904	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PSME_34905	2473	930	2296	210	951	474	34	91	489	2731	605	2741	443	571	317	345	345	511	153	879	616
PSME_34906	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34907	14	7	20	1	0	9	0	1	0	42	6	107	5	8	6	4	4	0	2	21	13
PSME_34908	15	3	2	2	0	0	0	0	0	40	21	71	0	0	12	0	4	0	0	0	4
PSME_34909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34910	1	0	13	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	2
PSME_34911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34912	4989	2557	6401	731	2727	1080	100	179	4962	6770	964	9379	1111	1524	583	822	1341	1272	292	1064	1628
PSME_34913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34915	44	1	4	1	3	2	0	0	0	3	6	26	1	0	0	0	3	0	2	7	2
PSME_34916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34917	13	7	27	0	1	0	0	0	0	10	0	4	0	3	0	0	0	0	0	3	3
PSME_34918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME_34919	55	72	214	15	126	199	0	4	0	12	0	290	193	513	0	18	28	0	67	44	84
PSME_34920	3612	356	2458	112	825	124	61	194	684	841	335	125	4	121	3	89	2	0	16	101	352
PSME_34921	51	0	21	0	0	0	0	0	0	33	5	26	0	10	0	0	0	0	3	2	2
PSME_34922	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	3	0	0	2	0	3
PSME_34923	5	17	17	1	0	4	0	2	0	7	0	39	0	12	0	0	3	0	1	9	6
PSME_34924	1	0	0	0	2	2	0	0	0	24	0	1	0	3	0	4	0	0	0	3	1
PSME_34925	184	86	1142	126	194	148	0	19	1	626	36	372	97	91	78	123	53	332	28	77	136
PSME_34926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
