target_id,sample19_TCS_C,sample26_TC_T,sample27_TCS_T,sample45_TC_C,sample52_TCS_T,sample62_TCS_C,sample87_TCS_T
TRINITY_DN4164_c0_g1_i5,0,0,3.29051,0,0,0,0
TRINITY_DN4164_c0_g1_i6,0,0,0,0,0,15.8537,0
TRINITY_DN4146_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4146_c0_g1_i2,0,0,68.6993,334.041,0,797.156,0
TRINITY_DN4146_c0_g1_i3,0,0,6.30065,0,0,9.84424,0
TRINITY_DN4146_c0_g2_i1,0,9,0,204.959,0,0,0
TRINITY_DN4127_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN4127_c0_g1_i2,0,0,0,2,0,8,0
TRINITY_DN4127_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4127_c0_g2_i1,0,0,2,0,0,4.52333,0
TRINITY_DN4151_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4151_c0_g1_i2,0,22,29.2633,44,0,347.229,1
TRINITY_DN4151_c0_g1_i3,0,0,12.7367,0,0,0,0
TRINITY_DN4151_c0_g1_i4,0,0,0,0,0,359.818,0
TRINITY_DN4151_c0_g1_i5,0,0,0,0,0,135.954,0
TRINITY_DN4151_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN4151_c0_g1_i7,0,0,3.21065e-06,0,0,0,0
TRINITY_DN4102_c0_g1_i1,0,0,1.75088,0,0,2.00103,0
TRINITY_DN4102_c0_g1_i2,0,0,8.65159,0,0,90.8358,0
TRINITY_DN4102_c0_g1_i3,0,0,0,177,0,0,0
TRINITY_DN4102_c0_g1_i4,0,21,22.5975,0,0,350.163,0
TRINITY_DN4195_c0_g1_i1,0,0,27.1835,0,0,165.327,0
TRINITY_DN4195_c0_g1_i2,0,0,12.5862,0,0,0,0
TRINITY_DN4195_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4195_c0_g1_i4,0,105,0,0,0,0,0
TRINITY_DN4195_c0_g1_i5,1,0,58.3081,261,0,2551.67,1
TRINITY_DN4195_c0_g1_i6,0,0,5.92224,0,0,0,0
TRINITY_DN4195_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN4195_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN4120_c0_g1_i1,1,0,0.0261023,46,0,1829.22,0
TRINITY_DN4120_c0_g1_i2,0,232,72.1419,0,0,1196.59,0
TRINITY_DN4120_c0_g1_i3,0,0,3.63575,0,0,145.246,0
TRINITY_DN4120_c0_g1_i4,0,0,186.405,0,0,1294.89,0
TRINITY_DN4120_c0_g1_i5,0,0,7.79082,0,0,141.051,0
TRINITY_DN4173_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4173_c0_g2_i1,0,0,0,0,0,5,0
TRINITY_DN4173_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4173_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN4111_c0_g1_i1,0,32,38,0,0,484.405,1
TRINITY_DN4111_c0_g1_i2,0,0,0,0,0,11.4923,0
TRINITY_DN4111_c0_g1_i3,0,0,0,0,0,1.81193,0
TRINITY_DN4111_c0_g2_i1,0,0,0,6,0,0.290355,0
TRINITY_DN4111_c0_g2_i2,0,0,0,617,0,0,0
TRINITY_DN4111_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4182_c0_g1_i1,0,0,0,0,0,3.0569,0
TRINITY_DN4182_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN4182_c0_g1_i3,0,16.1076,50.5905,0,0,931.811,0
TRINITY_DN4182_c0_g1_i4,0,0,13.4095,765,0,46.8212,0
TRINITY_DN4182_c0_g2_i1,0,6.89243,0,0,0,11.3105,0
TRINITY_DN4105_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4105_c0_g2_i1,0,0,2,0,0,0,0
TRINITY_DN4166_c0_g1_i1,0,7,0,0,0,28.6682,0
TRINITY_DN4166_c0_g1_i2,0,0,0.00394483,0,0,0.0362532,0
TRINITY_DN4166_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4166_c0_g1_i4,0,0,2.99606,0,0,45.2955,0
TRINITY_DN4154_c0_g1_i1,0,0,24.6622,748,0,230.604,0
TRINITY_DN4154_c0_g2_i1,0,0,1.33781,0,0,15.3964,0
TRINITY_DN4172_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4172_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4172_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4191_c0_g1_i1,0,0,2.88256,0,0,3.48469,0
TRINITY_DN4191_c0_g1_i2,0,58,10.696,48,0,23.6509,0
TRINITY_DN4191_c0_g1_i3,0,0,19.053,0,0,126.163,0
TRINITY_DN4191_c0_g1_i4,0,0,5.36846,0,0,19.7015,0
TRINITY_DN4191_c1_g1_i1,0,7,119,335,0,508,0
TRINITY_DN4140_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4140_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4177_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4177_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4177_c0_g3_i1,0,0,0,0,0,2,0
TRINITY_DN4177_c0_g3_i2,0,0,0,0,0,0,0
TRINITY_DN4178_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4178_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4178_c0_g2_i2,0,0,0,0,0,0,0
TRINITY_DN4178_c0_g2_i3,0,0,0,123,0,86,0
TRINITY_DN4198_c0_g1_i1,0,0,37.6216,0,0,75.6035,0
TRINITY_DN4198_c0_g1_i2,0,147,72.6697,1695,0,472.396,0
TRINITY_DN4198_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4198_c0_g1_i4,0,0,10.3232,0,0,0,0
TRINITY_DN4198_c0_g1_i5,0,0,6.38552,0,0,0,0
TRINITY_DN4138_c0_g1_i1,0,0,0,0,0,3,0
TRINITY_DN4138_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4138_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4180_c0_g1_i1,0,35,9.42643,0,0,244.205,0
TRINITY_DN4180_c0_g1_i2,0,0,0,0,0,97.7954,0
TRINITY_DN4180_c0_g1_i3,0,0,13.5736,430,0,9.56683e-05,0
TRINITY_DN4122_c0_g1_i1,0,0,0,0,0,9.62568,0
TRINITY_DN4122_c0_g2_i1,0,0,0,0,0,13.595,0
TRINITY_DN4122_c0_g3_i1,0,0,0,0,0,11.8319,0
TRINITY_DN4122_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4157_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4157_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4157_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i1,0,2.93966,0,0,1,0,0
TRINITY_DN4194_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i5,37.0195,41.0793,15.0041,212.058,18.012,123.014,54.0225
TRINITY_DN4194_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i9,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i10,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i11,0,0,0,0,0,0,0
TRINITY_DN4194_c0_g1_i12,0,0,0,0,0,0,0
TRINITY_DN4163_c0_g1_i1,0,112,89,1637,7,1554.03,0
TRINITY_DN4163_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN4163_c0_g1_i3,0,0,0,0,0,22.9681,0
TRINITY_DN4119_c0_g1_i1,0,0,6.97073,0,0,19,0
TRINITY_DN4119_c0_g2_i1,0,0,5,0,0,23.0829,0
TRINITY_DN4119_c0_g3_i1,0,0,4.02927,0,0,0,0
TRINITY_DN4199_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4199_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4199_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4150_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4150_c0_g2_i1,0,0,1,0,0,0,0
TRINITY_DN4150_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4150_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN4150_c0_g5_i1,0,0,1,0,0,0,0
TRINITY_DN4181_c0_g1_i1,0,20,12.3026,52,0,246.395,0
TRINITY_DN4181_c0_g2_i1,0,0,6.69742,0,0,28.3984,0
TRINITY_DN4181_c0_g3_i1,0,0,0,0,0,55.2065,0
TRINITY_DN4181_c0_g4_i1,0,199,170,1245,0,1960,0
TRINITY_DN4171_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4171_c0_g1_i2,0,0,0,0,0,48.1756,0
TRINITY_DN4171_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4171_c0_g1_i4,0,0,7,105,0,22.8244,0
TRINITY_DN4187_c0_g1_i1,0,2.71437,3.66517,0,0,938.941,0
TRINITY_DN4187_c0_g1_i2,0,0,15.3348,0,0,0,0
TRINITY_DN4187_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN4187_c0_g1_i4,0,81.2856,0,4.07643,0,1177.06,0
TRINITY_DN4187_c0_g1_i5,0,0,0,2.92357,0,0,0
TRINITY_DN4134_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g2_i1,0,0,6,0,0,42.7579,0
TRINITY_DN4134_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g4_i1,0,0,0,0,0,16.2421,0
TRINITY_DN4134_c0_g4_i2,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g6_i1,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g7_i1,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g8_i1,0,0,0,0,0,0,0
TRINITY_DN4134_c0_g9_i1,0,0,0,0,0,0,0
TRINITY_DN4104_c0_g1_i1,0,0,0,0,0,7,0
TRINITY_DN4104_c0_g2_i1,0,0,0,0,0,1,0
TRINITY_DN4104_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4104_c0_g4_i1,0,0,0,0,0,2,0
TRINITY_DN4104_c0_g5_i1,0,0,0,0,0,4,0
TRINITY_DN4114_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4114_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4114_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4114_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN4114_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN4170_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4170_c0_g2_i1,0,0,0,0,0,1,0
TRINITY_DN4128_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN4128_c0_g2_i1,0,0,0,0,0,34.7955,0
TRINITY_DN4128_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN4128_c0_g4_i1,0,0,1,0,0,0,0
TRINITY_DN4107_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN4107_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4133_c0_g1_i1,0,0,3,0,0,20,0
TRINITY_DN4133_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN4117_c0_g1_i1,0,0,0,0,0,1.00956,0
TRINITY_DN4117_c0_g2_i1,0,0,0,0,0,9.44182,0
TRINITY_DN4117_c0_g3_i1,0,0,1,0,0,8,0
TRINITY_DN4190_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN4190_c0_g2_i1,0,0,0,0,0,4,0
TRINITY_DN4167_c0_g1_i1,0,0,7,1346,0,175,0
TRINITY_DN4167_c0_g2_i1,0.900471,21.8221,6.16554,1264.78,0,280.706,0
TRINITY_DN4167_c0_g2_i2,0.0995286,1.9153,0.494633,54.2216,0,18.6525,0
TRINITY_DN4167_c0_g2_i3,0,40.2626,0.339827,0,0,183.641,0
TRINITY_DN4167_c0_g2_i4,0,0,0,0,0,0,0
TRINITY_DN4174_c0_g1_i1,0,0,0,0,0,42,0
TRINITY_DN4174_c0_g2_i1,0,1,1,0,0,9,0
TRINITY_DN4188_c0_g1_i1,0,0,0,0,0,3.10795,0
TRINITY_DN4188_c0_g2_i1,0,0,8,0,0,292.892,0
TRINITY_DN9985_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9939_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9908_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN9901_c0_g1_i1,0,0,2,0,0,0,0
TRINITY_DN9990_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9956_c0_g1_i1,0,0,0,0,0,2,0
TRINITY_DN9999_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9915_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9951_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN9916_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9941_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9964_c0_g1_i1,0,0,0,755,0,0,0
TRINITY_DN9909_c0_g1_i1,1,47,46,2585,0,629,0
TRINITY_DN9902_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9973_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9961_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9943_c0_g1_i1,0,0,7,0,0,1.04322,0
TRINITY_DN9995_c0_g1_i1,32.3713,162.832,3,27.521,4.22047,8.13723,5.98091
TRINITY_DN9955_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9957_c0_g1_i1,0,0,0,0,0,7,0
TRINITY_DN9919_c0_g1_i1,0,0,1,0,0,10,0
TRINITY_DN9925_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9917_c0_g1_i1,0,4,0,31,0,14,0
TRINITY_DN9987_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9980_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9947_c0_g1_i1,0,0,0,40,0,3,0
TRINITY_DN9998_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9926_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9971_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9971_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9937_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9937_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9903_c0_g1_i1,0,0,0,0,0,15,0
TRINITY_DN9960_c0_g1_i1,0,0,1,0,0,2,0
TRINITY_DN9945_c0_g1_i1,0,0,0,0,0,11,0
TRINITY_DN9997_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9905_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9907_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9924_c0_g1_i1,0,0,3,0,0,4,0
TRINITY_DN9924_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9950_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9967_c0_g1_i1,0,0,0,0,0,3,0
TRINITY_DN9911_c0_g1_i1,0,0,0,0,0,6,0
TRINITY_DN9958_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9969_c0_g1_i1,0,0,0,0,0,13,0
TRINITY_DN9968_c0_g1_i1,0,137,62,749,0,1073,0
TRINITY_DN9922_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9953_c0_g1_i1,0,38,9,10,0,139,0
TRINITY_DN9906_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9921_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9946_c0_g1_i1,0,0,0,0,0,20,0
TRINITY_DN9946_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9948_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9948_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9935_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9993_c0_g1_i1,1,38,5,0,1,7,0
TRINITY_DN9994_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9984_c0_g1_i1,0,0,0,47,0,6,0
TRINITY_DN9978_c0_g1_i1,0,0,4,0,0,208,0
TRINITY_DN9996_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN9936_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9976_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9976_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9977_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9938_c0_g1_i1,0,0,1,0,0,9,0
TRINITY_DN9979_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9944_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN9914_c0_g1_i1,0,0,2,0,0,0,0
TRINITY_DN9989_c0_g1_i1,0,0,0,10,0,0,0
TRINITY_DN9912_c0_g1_i1,0,0,0,0,0,2,0
TRINITY_DN9932_c0_g1_i1,0,73,21,1,0,807,0
TRINITY_DN9927_c0_g1_i1,0,0,50,209,0,630,0
TRINITY_DN9927_c0_g2_i1,1,65,70,0,1,529,0
TRINITY_DN9959_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9920_c0_g1_i1,0,0,0,0,0,7,0
TRINITY_DN9904_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9942_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9966_c0_g1_i1,0,0,10,0,0,71.0755,0
TRINITY_DN9966_c0_g2_i1,0,0,0,0,0,12.9245,0
TRINITY_DN9983_c0_g1_i1,0,0,0,14.9687,0,0,0
TRINITY_DN9983_c0_g2_i1,0,10,1,0.0313356,0,22,0
TRINITY_DN9972_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9962_c0_g1_i1,1,19,8,7,0,708.277,0
TRINITY_DN9952_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN9918_c0_g1_i1,0,0,0,0,0,8,0
TRINITY_DN9928_c0_g1_i1,0,0,0,0,0,3,0
TRINITY_DN9910_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9992_c0_g1_i1,0,0,2,0,0,6,0
TRINITY_DN9900_c0_g1_i1,0,0,2,0,0,1,0
TRINITY_DN9963_c0_g1_i1,0,0,2,0,0,2,0
TRINITY_DN9934_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9929_c0_g1_i1,0,0,3,0,0,24,0
TRINITY_DN9940_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9940_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9913_c0_g1_i1,0,0,2,0,0,55,0
TRINITY_DN9974_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9982_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9991_c0_g1_i1,0,0,3,0,0,10,0
TRINITY_DN9986_c0_g1_i1,0,0,0,10,0,1,0
TRINITY_DN9981_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9981_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN9923_c0_g1_i1,0,0,0,0,0,68,0
TRINITY_DN9933_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9988_c0_g1_i1,0,0,0,0,0,1.10895,0
TRINITY_DN9965_c0_g1_i1,0,0,1,0,0,13,0
TRINITY_DN9930_c0_g1_i1,0,41,9,444,0,248.381,0
TRINITY_DN9954_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9931_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN9970_c0_g1_i1,0,0,0,0,0,0.874409,0
TRINITY_DN9970_c0_g2_i1,0,0,0,0,0,1.15572,0
TRINITY_DN9949_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN3285_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN3285_c0_g2_i1,0,37,9,519,0,288,0
TRINITY_DN3291_c0_g1_i1,0,1.50E-07,77.8965,597,0,1008.8,0
TRINITY_DN3291_c0_g1_i2,0,205,52.0296,0,0,629.376,0
TRINITY_DN3291_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN3291_c0_g1_i4,0,0,8.07393,0,0,107.825,0
TRINITY_DN3291_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3291_c0_g3_i1,0,0,0,0,0,3,0
TRINITY_DN3291_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3292_c0_g1_i1,0,1,0,0,0,0,0
TRINITY_DN3292_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3270_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3270_c0_g2_i1,0,0,2,0,0,16,0
TRINITY_DN3252_c0_g1_i1,0,0,4,0,0,12,0
TRINITY_DN3247_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3247_c0_g2_i1,0,0,0,0,0,1,0
TRINITY_DN3215_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3215_c0_g2_i1,0,0,2,0,0,0,0
TRINITY_DN3281_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3281_c0_g2_i1,0,0,1,0,0,17,0
TRINITY_DN3229_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3229_c0_g2_i1,0,0,0,0,0,4,0
TRINITY_DN3229_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN3225_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3225_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3255_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3255_c0_g2_i1,0,0,0,0,0,1,0
TRINITY_DN3242_c0_g1_i1,0,0,0,0,0,14,0
TRINITY_DN3204_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3204_c1_g1_i1,0,0,0,0,0,4.78105,0
TRINITY_DN3208_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3208_c0_g2_i1,0,0,0,0,0,10.6648,0
TRINITY_DN3233_c0_g1_i1,0,0,0,0,0,4,0
TRINITY_DN3259_c0_g1_i1,0,52.9276,150.293,0,0,2147.47,0
TRINITY_DN3259_c0_g1_i2,0,46.2655,0.000409612,0,0,362.126,0
TRINITY_DN3259_c0_g1_i3,0,25.807,9.85709,28,0,96.2378,0
TRINITY_DN3259_c0_g1_i4,0,0,11.7769,0,0,181.955,0
TRINITY_DN3259_c0_g1_i5,0,0,21.0728,0,0,59.2105,0
TRINITY_DN3231_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3231_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN3231_c0_g1_i3,0,0,0,0,0,4,0
TRINITY_DN3280_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3280_c0_g2_i1,0,0,3,0,0,0,0
TRINITY_DN3221_c0_g1_i1,0,0,0,0,0,10,0
TRINITY_DN3221_c0_g2_i1,0,0,0,3,0,11,0
TRINITY_DN3221_c0_g3_i1,0,0,0,1,0,0,0
TRINITY_DN3248_c0_g1_i1,0,0,0,0,0,24.8368,0
TRINITY_DN3248_c0_g2_i1,0,0,0,0,0,4.16322,0
TRINITY_DN3283_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN3283_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3250_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3250_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3266_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3266_c0_g2_i1,0,0,0,0,0,10,0
TRINITY_DN3268_c0_g1_i1,0,0,0,0,0,31.4222,0
TRINITY_DN3268_c0_g1_i2,0,2,0,0,0,0,0
TRINITY_DN3268_c0_g1_i3,0,0,13,0,0,69.5778,0
TRINITY_DN3223_c0_g1_i1,0,0,5,0,0,139.415,0
TRINITY_DN3223_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3223_c0_g3_i1,0,0,1,0,0,152.397,0
TRINITY_DN3251_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3251_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3246_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3203_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3203_c0_g2_i1,0,0,1,0,0,4,0
TRINITY_DN3220_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3235_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3235_c0_g2_i1,0,0,127,0,0,614.161,0
TRINITY_DN3235_c0_g2_i2,0,61,0,3,0,189.877,0
TRINITY_DN3235_c0_g2_i3,0,0,0,0,0,17.9621,0
TRINITY_DN3240_c0_g1_i1,0,1.13E-08,30.3924,0,0,100.65,0
TRINITY_DN3240_c0_g1_i2,0,30,64.6076,152,0,1531.35,0
TRINITY_DN3241_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3241_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3299_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3299_c0_g2_i1,0,0,0,1,0,20.1092,0
TRINITY_DN3299_c0_g3_i1,0,0,0,1,0,7.54093,0
TRINITY_DN3299_c0_g4_i1,0,0,0,0,0,1.71019,0
TRINITY_DN3201_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3201_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3201_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN3261_c0_g1_i1,0,0,0,0,0,3.92807,0
TRINITY_DN3261_c0_g1_i2,0,9,7,122,0,112.072,0
TRINITY_DN3271_c0_g1_i1,0,0,2,0,0,5,0
TRINITY_DN3271_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3243_c0_g1_i1,0,0,1,0,0,2,0
TRINITY_DN3243_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3243_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN3296_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3296_c0_g1_i2,0,47,31,0,0,232,0
TRINITY_DN3207_c0_g1_i1,0,0,0,0,0,3.59325,0
TRINITY_DN3207_c0_g1_i2,0,0,8,39,0,247.687,1
TRINITY_DN3207_c0_g1_i3,0,0,0,0,0,6.71951,0
TRINITY_DN3287_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3287_c0_g2_i1,0,9,0,13,0,5,0
TRINITY_DN3287_c0_g3_i1,0,35,1,0,0,1,0
TRINITY_DN3287_c0_g4_i1,0,3,3,0,0,6,0
TRINITY_DN3287_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN3244_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3244_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3244_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN3264_c0_g1_i1,0,0,1,0,0,24.273,0
TRINITY_DN3263_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3263_c0_g2_i1,0,0,1,0,0,0,0
TRINITY_DN3284_c0_g1_i1,0,0,5,0,0,4,0
TRINITY_DN3284_c0_g2_i1,0,0,0,0,0,1,0
