target_id,sample19_TCS_C,sample26_TC_T,sample27_TCS_T,sample45_TC_C,sample52_TCS_T,sample62_TCS_C,sample87_TCS_T
TRINITY_DN6785_c0_g2_i3,0,0,0,19.7617,0,9.4556,0
TRINITY_DN6785_c0_g2_i4,0,0,17,0,0,0,0
TRINITY_DN6785_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i2,0,1,0,0,0,0,0
TRINITY_DN6725_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i6,0,0,3,0,0,0,0
TRINITY_DN6725_c0_g1_i7,0,0,0,0,0,20,0
TRINITY_DN6725_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i9,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g1_i10,0,0,0,0,0,0,0
TRINITY_DN6725_c0_g2_i1,0,112,0.000155412,159.759,0,736.916,0
TRINITY_DN6725_c0_g2_i2,0,1.10E-08,32.1175,0,0,12.1005,0
TRINITY_DN6725_c0_g3_i1,0,0,0,0,0,82.1834,0
TRINITY_DN6725_c0_g3_i2,0,0,7.20749,0,0,239.259,0
TRINITY_DN6725_c0_g3_i3,0,0,61.4167,0,0,1065.6,0
TRINITY_DN6725_c0_g3_i4,0,0,6.36707,0,0,432.705,0
TRINITY_DN6725_c0_g3_i5,0,0,0,0,0,4.47036,0
TRINITY_DN6725_c0_g3_i6,0,226,125.594,2232,0,1250.09,0
TRINITY_DN6725_c0_g3_i7,0,0,0,0,0,84.7456,0
TRINITY_DN6725_c0_g3_i8,0,0,3.45483,0,0,8.60366,0
TRINITY_DN6725_c0_g3_i9,0,0,3.9595,0,0,5.47645,0
TRINITY_DN6725_c0_g4_i1,0,0,29.8824,100.241,0,286.984,0
TRINITY_DN6777_c0_g1_i1,0,0,40,313,0,0,0
TRINITY_DN6777_c0_g2_i1,0,0,0,0,0,447,0
TRINITY_DN6777_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6777_c1_g1_i2,4.37E-07,9.06E-06,33.0482,1.473e-06,0,523,0
TRINITY_DN6777_c1_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6777_c1_g1_i4,1,66,0,1398,0,0,0
TRINITY_DN6777_c1_g1_i5,0,0,26.9518,0,0,0,0
TRINITY_DN6777_c1_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6790_c0_g1_i1,0,0,0,0,0,41.6137,0
TRINITY_DN6790_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN6790_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6790_c0_g1_i4,0,0,4.38854,2.98017,0,39.5877,0
TRINITY_DN6790_c0_g1_i5,0,43,15.6115,12.0198,0,449.799,0
TRINITY_DN6790_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i2,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i4,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i5,0,7,0,1,0,0,0
TRINITY_DN6790_c1_g1_i6,0,0,4,0,0,0,0
TRINITY_DN6790_c1_g1_i7,0,0,0,0,0,37.8284,0
TRINITY_DN6790_c1_g1_i8,0,0,0,0,0,0.000262236,0
TRINITY_DN6790_c1_g1_i9,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i10,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i11,0,0,0,0,0,0,0
TRINITY_DN6790_c1_g1_i12,0,0,0,0,0,9.17134,0
TRINITY_DN6790_c1_g1_i13,0,0,0,0,0,0,0
TRINITY_DN6769_c0_g1_i1,0,0,0,0,0,4.83154,0
TRINITY_DN6769_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6769_c0_g3_i1,0,0,0,0,0,2,0
TRINITY_DN6769_c0_g4_i1,0,0,0,0,0,1.02323,0
TRINITY_DN6769_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN6769_c0_g6_i1,0,0,0,0,0,2.07229,0
TRINITY_DN6769_c0_g7_i1,0,0,0,0,0,2,0
TRINITY_DN6774_c0_g1_i1,0,0,9.62025,0,0,1.64048,0
TRINITY_DN6774_c0_g1_i2,0,0,1.07152,0,0,2.37291,0
TRINITY_DN6774_c0_g1_i3,0,0,0,0,0,28.7322,0
TRINITY_DN6774_c0_g1_i4,0,0,5.67131,0,0,668.173,0
TRINITY_DN6774_c0_g1_i5,0,8.57999,55.2156,8,0,604.237,0
TRINITY_DN6774_c0_g1_i6,0,0,24.4586,0,0,0,0
TRINITY_DN6774_c0_g1_i7,0,0,0,0,0,35.8165,0
TRINITY_DN6774_c0_g1_i8,0,6.42001,9.96271,0,0,189.029,0
TRINITY_DN6774_c0_g2_i1,0,34.5795,114.938,14,0,1851.58,0
TRINITY_DN6774_c0_g2_i2,0,0,2.95369,0,0,19.1078,0
TRINITY_DN6774_c0_g2_i3,0,61.4205,4.34752,0,0,63.0775,0
TRINITY_DN6774_c0_g2_i4,0,0,54.761,0,0,250.24,0
TRINITY_DN6791_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6791_c0_g1_i2,0,0,0,0,0,9.09045,0
TRINITY_DN6791_c0_g1_i3,0,0,0,0,0,7.35431,0
TRINITY_DN6791_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN6791_c0_g1_i5,0,0,0,0,0,6.45603,0
TRINITY_DN6791_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN6791_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN6791_c0_g1_i8,0,0,0,0,0,23.0992,0
TRINITY_DN6712_c0_g1_i1,0,131,53.9956,756,0,717.663,0
TRINITY_DN6712_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g2_i2,0,0,14.0044,0,0,4.33693,0
TRINITY_DN6712_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g3_i2,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g4_i1,0,0,0,0,0,1.7972,0
TRINITY_DN6712_c0_g4_i2,0,0,0,0,0,2.35916,0
TRINITY_DN6712_c0_g4_i3,0,16.995,0,19.9995,0,0,0
TRINITY_DN6712_c0_g4_i4,0,8.56E-08,0,0,0,44.7993,0
TRINITY_DN6712_c0_g4_i5,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g4_i6,0,0.00502794,8,0.000528247,0,0,0
TRINITY_DN6712_c0_g4_i7,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g4_i8,0,0,0,0,0,48.0443,0
TRINITY_DN6712_c0_g4_i9,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g4_i10,0,0,0,0,0,0,0
TRINITY_DN6712_c0_g4_i11,0,0,0,0,0,0,0
TRINITY_DN6770_c0_g1_i1,0,0,0,0,0,117.337,0
TRINITY_DN6770_c0_g1_i2,1.99998,121,117,259,0,1695.66,0
TRINITY_DN6770_c0_g1_i3,2.36E-05,8.08E-08,2.23273e-08,0,0,0,0
TRINITY_DN6770_c0_g2_i1,0,221,0,550,0,144.023,0
TRINITY_DN6770_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN6770_c0_g4_i1,0,0,149,0,0,667.977,4
TRINITY_DN6770_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN6770_c0_g6_i1,0,0,0,0,0,0,0
TRINITY_DN6770_c0_g7_i1,0,0,0,0,0,28.8391,0
TRINITY_DN6770_c0_g7_i2,0,0,0,0,0,5.16086,0
TRINITY_DN6770_c0_g7_i3,0,0,0,0,0,0,0
TRINITY_DN6770_c0_g8_i1,0,0,0,0,0,0,0
TRINITY_DN6799_c0_g1_i1,0,0,15,178,0,198,0
TRINITY_DN6799_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN6799_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6799_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6799_c0_g2_i2,0,0,0,0,0,0,0
TRINITY_DN6717_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6717_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN6717_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6717_c0_g1_i4,0,0,4,0,0,0,0
TRINITY_DN6717_c0_g1_i5,0,0,0,0,0,3,0
TRINITY_DN6798_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i7,0,0,2.99911,0,0,0,0
TRINITY_DN6798_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i9,0,0,1,0,0,7.88796,0
TRINITY_DN6798_c0_g1_i10,0,0,0,0,0,2.40131,0
TRINITY_DN6798_c0_g1_i11,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i12,0,0,0,0,0,53.7107,0
TRINITY_DN6798_c0_g1_i13,0,0,0,0,0,0,0
TRINITY_DN6798_c0_g1_i14,0,0,0.000885191,0,0,0,0
TRINITY_DN6798_c0_g1_i15,0,0,0,0,0,0,0
TRINITY_DN6735_c0_g1_i1,0,0,0,0,0,4,0
TRINITY_DN6735_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6735_c0_g2_i2,0,0,0,0,0,0,0
TRINITY_DN6735_c0_g2_i3,0,0,0,0,0,22.9965,0
TRINITY_DN6735_c0_g2_i4,0,27,0,8.39329,0,715.77,0
TRINITY_DN6735_c0_g2_i5,0,0,0,0,0,0,0
TRINITY_DN6735_c0_g2_i6,0,0,12.9848,0,0,0,0
TRINITY_DN6735_c0_g2_i7,0,0,0,3.60671,0,30.5117,0
TRINITY_DN6735_c0_g2_i8,0,0,13.0152,0,0,16.7221,0
TRINITY_DN6797_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g1_i6,0,0,0,0,0,10,0
TRINITY_DN6797_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN6797_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN258_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN285_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN220_c0_g1_i1,0,0,0,0,0,1.53643,0
TRINITY_DN220_c0_g2_i1,0,0,0,0,0,8.46357,0
TRINITY_DN217_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN294_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN294_c0_g2_i1,0,0,0,0,0,3,0
TRINITY_DN202_c0_g1_i1,0,13,5,35,0,175,0
TRINITY_DN202_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN238_c0_g1_i1,0,0,4,0,0,7,0
TRINITY_DN246_c0_g1_i1,0,0,0,0,0,4,0
TRINITY_DN246_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN266_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN266_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN222_c0_g1_i1,0,0,2,0,0,10,0
TRINITY_DN293_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN293_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN219_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN286_c0_g1_i1,0,0,0,0,0,3,0
TRINITY_DN286_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN292_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN292_c0_g2_i1,0,0,0,0,0,6,0
TRINITY_DN213_c0_g1_i1,0,0,0,0,0,2,0
TRINITY_DN213_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN228_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN228_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN268_c0_g1_i1,0,0,3,0,0,0,0
TRINITY_DN268_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN254_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN240_c0_g1_i1,0,0,0,0,0,8,0
TRINITY_DN261_c0_g1_i1,0,0,0.0497191,0,0,0,0
TRINITY_DN261_c0_g2_i1,0,0,0.950281,0,0,0,0
TRINITY_DN269_c0_g1_i1,0,4,21,15,0,517,0
TRINITY_DN205_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN205_c0_g2_i1,0,0,0,0,0,2,0
TRINITY_DN299_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN260_c0_g1_i1,1,0,17,1697.05,0,203.802,0
TRINITY_DN260_c0_g1_i2,0,16,0,0,0,23.1975,0
TRINITY_DN260_c0_g2_i1,0,0,0,50.9506,0,0,0
TRINITY_DN255_c0_g1_i1,0,1,0,0,0,4,0
TRINITY_DN255_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN236_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN236_c0_g2_i1,0,0,0,0,0,6,0
TRINITY_DN232_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN232_c0_g2_i1,0,0,1,0,0,5.74963,0
TRINITY_DN280_c0_g1_i1,1,187,1280,1052,0,6894,0
TRINITY_DN216_c0_g1_i1,0,25,6,27,0,36,1
TRINITY_DN216_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN223_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN223_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN248_c0_g1_i1,0,4.9846,0,0,0,0,0
TRINITY_DN248_c0_g2_i1,0,0.015396,0,0,0,24,0
TRINITY_DN262_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN250_c0_g1_i1,0,0,0.145822,0,0,2.31039,0
TRINITY_DN250_c0_g2_i1,0,0,0.854178,0,0,15.4791,0
TRINITY_DN282_c0_g1_i1,0,0,0.791213,0,0,0,0
TRINITY_DN282_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN298_c0_g1_i1,0,0,1,0,0,27,0
TRINITY_DN298_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN218_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN218_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN234_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN234_c0_g2_i1,0,0,1,0,0,0,0
TRINITY_DN284_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN284_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN263_c0_g1_i1,0,0,0,0,0,33.8581,0
TRINITY_DN263_c0_g2_i1,0,0,0,0,0,6.14187,0
TRINITY_DN278_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN208_c0_g1_i1,0,0,0,0,0,4,0
TRINITY_DN208_c0_g2_i1,0,0,2,0,0,0,0
TRINITY_DN273_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN273_c0_g2_i1,0,0,0,0,0,1,0
TRINITY_DN264_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN264_c0_g2_i1,0,0,0,0,0,2,0
TRINITY_DN271_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN271_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN226_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN224_c0_g1_i1,0,0,1,0,0,16,0
TRINITY_DN224_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN204_c0_g1_i1,0,0,28,2.24672e-08,0,274.868,0
TRINITY_DN204_c0_g1_i2,0,0,0,12,0,5.73636e-08,0
TRINITY_DN204_c0_g1_i3,0,0,4.33061e-07,0,0,37.1318,0
TRINITY_DN204_c1_g1_i1,0,0,3,0,0,4,0
TRINITY_DN231_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN231_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN201_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN201_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN244_c0_g1_i1,0,0,0,0,0,11,0
TRINITY_DN244_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN296_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN296_c0_g2_i1,0,0,1,0,0,0,0
TRINITY_DN296_c0_g3_i1,0,0,0,0,0,2,0
TRINITY_DN267_c0_g1_i1,0,0,0,0,0,12.2369,0
TRINITY_DN267_c0_g2_i1,0,0,0,0,0,13.7631,0
TRINITY_DN235_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN235_c0_g2_i1,0,0,0,0,0,3,0
TRINITY_DN253_c0_g1_i1,0,0,3,0,0,1,0
TRINITY_DN287_c0_g1_i1,0,0,0,0,0,5,0
TRINITY_DN215_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN221_c0_g1_i1,0,1,4,54,0,10,0
TRINITY_DN237_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN237_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN227_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN227_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN225_c0_g1_i1,0,4,0,194,0,254,0
TRINITY_DN225_c0_g2_i1,0,0,12,0,0,0,0
TRINITY_DN233_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN242_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN242_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN257_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN257_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN251_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN251_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN279_c0_g1_i1,0,0,0,0,0,9,0
TRINITY_DN279_c0_g2_i1,0,0,2,0,0,0,0
TRINITY_DN200_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN203_c0_g1_i1,0,0,2,0,0,5,0
TRINITY_DN256_c0_g1_i1,0,0,0,0,0,15,0
TRINITY_DN256_c0_g2_i1,0,0,2,0,0,4.96803,0
TRINITY_DN210_c0_g1_i1,0,0,14.4386,9.26698,0,23.6241,0
TRINITY_DN210_c0_g2_i1,24,257,238.561,829.733,0,1663.38,1
TRINITY_DN297_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN297_c0_g2_i1,0,0,0,0,0,9,0
TRINITY_DN283_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN283_c0_g2_i1,0,0,0,0,0,2,0
TRINITY_DN207_c0_g1_i1,0,144,21,1858,0,2683,0
TRINITY_DN229_c0_g1_i1,0,12,0,0,0,62,0
TRINITY_DN229_c0_g2_i1,0,0,0,0,0,19,0
TRINITY_DN209_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN209_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN209_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN214_c0_g1_i1,0,0,0,34,0,2.37774,0
TRINITY_DN206_c0_g1_i1,0,3.03406,38,147.889,0,412.69,0
TRINITY_DN206_c0_g2_i1,0,0.965942,0,34.111,0,5.89167,0
TRINITY_DN206_c0_g2_i2,0,0,0,0,0,5.41787,0
TRINITY_DN290_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN290_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN241_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN241_c0_g1_i2,0,0,2,0,0,9,0
TRINITY_DN275_c0_g1_i1,0,0,0,0,0,135.99,0
TRINITY_DN275_c0_g2_i1,0,47,5,280,0,364.01,0
TRINITY_DN281_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN281_c0_g2_i1,0,0,1,0,0,6,0
TRINITY_DN243_c0_g1_i1,0,0,0,0,0,34.4678,0
TRINITY_DN243_c0_g2_i1,0,0,1,0,0,13.5999,0
TRINITY_DN249_c0_g1_i1,0,0,0,0,0,10,0
TRINITY_DN252_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN252_c0_g2_i1,0,44,0,0,0,0,0
TRINITY_DN276_c0_g1_i1,0,0,0,0,0,5,0
TRINITY_DN276_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN270_c0_g1_i1,0,0,1,65,0,7,0
TRINITY_DN295_c0_g1_i1,0,0,0,0,0,5,0
TRINITY_DN295_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN265_c0_g1_i1,0,0,0,1,0,16,0
TRINITY_DN212_c0_g1_i1,0,0,0,0,0,8.80947,0
TRINITY_DN212_c0_g1_i2,0,0,0,0,0,38.2821,0
TRINITY_DN272_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN272_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN247_c0_g1_i1,0,0,0,0,0,3,0
TRINITY_DN247_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN247_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN277_c0_g1_i1,0,0,1,0,0,20.3021,0
TRINITY_DN259_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN259_c0_g1_i2,0,0,4,0,0,10,0
TRINITY_DN259_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN239_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN239_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN245_c0_g1_i1,0,0,0,0,0,12,0
TRINITY_DN289_c0_g1_i1,0,0,1,0,0,2,0
TRINITY_DN3996_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3996_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3940_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3940_c1_g1_i1,0,1,0,0,0,12.379,0
TRINITY_DN3940_c1_g2_i1,0,0,0,0,0,1,0
TRINITY_DN3978_c0_g1_i1,0,153,120,2245,0,3035,0
TRINITY_DN3913_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3913_c0_g2_i1,0,9,0,0,0,4,0
TRINITY_DN3913_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3999_c0_g1_i1,0,0,2,0,0,58.2347,0
TRINITY_DN3999_c0_g2_i1,0,0,0,0,0,15.6207,0
TRINITY_DN3999_c0_g2_i2,0,0,0,0,0,23.1446,0
TRINITY_DN3961_c0_g1_i1,0,109,73,655,0,565,0
TRINITY_DN3961_c0_g2_i1,1,157,56,1515,0,2425.51,0
TRINITY_DN3961_c0_g3_i1,4.38E-07,2.49E-05,0,3.85219e-08,0,20.4948,0
TRINITY_DN3962_c0_g1_i1,0,0,0,0,0,17,0
TRINITY_DN3962_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3920_c0_g1_i1,0,0,0,0,0,162.31,0
TRINITY_DN3920_c0_g1_i2,0,0,0,0,0,1.37792,0
TRINITY_DN3920_c0_g1_i3,0,0,0,0,0,1.86957e-05,0
TRINITY_DN3920_c0_g1_i4,0,53,23.8514,148.206,0,756.979,0
TRINITY_DN3920_c0_g2_i1,8.68726,0,0,911.823,0,419.557,0
TRINITY_DN3920_c0_g3_i1,0.312745,0,6.14861,7.97142,0,224.776,0
TRINITY_DN3920_c0_g4_i1,0,0,0,0,0,99.9997,0
TRINITY_DN3920_c0_g5_i1,0,56,68,400,0,399,0
TRINITY_DN3954_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3954_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN3954_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN3954_c0_g1_i4,0,0,0,0,0,3,0
TRINITY_DN3993_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3993_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN3993_c0_g1_i3,0,0,0,0,0,19,0
TRINITY_DN3983_c0_g1_i1,0,0,0,0,0,12.9215,0
TRINITY_DN3983_c0_g1_i2,0,0,0,0,0,0.0785261,0
TRINITY_DN3985_c0_g1_i1,0,3.98837,9.62346,0,0,52.8367,0
TRINITY_DN3985_c0_g1_i2,0,0,9.24879,28.4978,0,125.29,0
TRINITY_DN3985_c0_g1_i3,0,0,0,0,0,4.01968,0
TRINITY_DN3985_c0_g1_i4,0,176.012,180.819,0,0,1279.68,1
TRINITY_DN3985_c0_g1_i5,0,0,0,5.50222,0,0,0
TRINITY_DN3985_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN3985_c0_g1_i7,0,0,0,0,0,0.0919212,0
TRINITY_DN3985_c0_g1_i8,0,0,0.308852,0,0,5.08213,0
TRINITY_DN3935_c0_g1_i1,0,0,0,0,0,12.4226,0
TRINITY_DN3935_c0_g1_i2,0,0,0,168,0,206.577,0
TRINITY_DN3935_c0_g1_i3,0,0,0,0,0,0,1
TRINITY_DN3935_c0_g1_i4,0,0,5,0,0,0,0
TRINITY_DN3935_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN3969_c0_g1_i1,0,0,0,0,0,2.25352,0
TRINITY_DN3969_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN3969_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN3969_c0_g1_i4,0,0,0,0,0,4,0
TRINITY_DN3969_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN3929_c0_g1_i1,0,0,0,0,0,7,0
TRINITY_DN3929_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3929_c0_g3_i1,0,0,0,0,0,1.57312e-08,0
TRINITY_DN3929_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN3929_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN3981_c0_g1_i1,0,0,0,0,0,5,0
TRINITY_DN3981_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3930_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3930_c0_g2_i1,0,0,0,0,0,2,0
TRINITY_DN3930_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN3915_c0_g1_i1,0,0,0,0,0,12,0
TRINITY_DN3915_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3939_c0_g1_i1,0,0,1,38,0,14,0
TRINITY_DN3989_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3989_c0_g1_i2,0,0,4,0,0,0,0
TRINITY_DN3989_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN3950_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3950_c0_g2_i1,0,0,0,0,0,11,0
TRINITY_DN3987_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN3987_c0_g2_i1,0,0,1,0,0,5,0
TRINITY_DN3987_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN3991_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3912_c0_g1_i1,0,0,0,0,0,5,0
TRINITY_DN3912_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN3912_c1_g2_i1,0,0,0,0,0,0,0
TRINITY_DN3986_c0_g1_i1,0,0,0,0,0,0,0
