DFD_001	DFD_005	DFD_009	DFD_016	DFD_019	DFD_023	DFD_026	DFD_027	DFD_030	DFD_043	DFD_045	DFD_049	DFD_050	DFD_052	DFD_057	DFD_062	DFD_080	DFD_082	DFD_085	DFD_087	Unassigned
mRNA_16050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mRNA_16054	0	0	0	0	0	0	0	13	0	0	7	0	0	0	0	421	0	0	0	0	17
mRNA_16055	0	0	0	0	0	0	75	43	0	0	2	0	0	0	0	232	0	0	0	0	12
mRNA_16056	0	0	0	0	0	0	61	19	0	0	14	0	0	0	0	1411	0	0	0	1	53
mRNA_16060	0	0	0	0	0	0	58	55	0	0	15	0	0	0	0	2630	0	0	0	0	110
mRNA_16061	0	0	0	0	0	0	4	12	0	0	12	0	0	0	0	154	0	0	0	0	8
mRNA_16062	0	0	0	0	0	0	0	23	1	0	9	0	0	0	0	587	0	0	0	0	20
mRNA_16063	0	0	0	0	0	0	34	10	0	0	0	0	0	0	0	451	0	0	0	1	13
mRNA_16065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
mRNA_15970	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	351	0	0	0	0	18
mRNA_15977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	3
mRNA_15980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	11
mRNA_15985	0	0	0	0	0	0	34	6	0	0	0	0	0	0	0	90	0	0	0	0	7
mRNA_15986	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	81	0	0	0	0	4
mRNA_15987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15988	1	0	1	0	38	5	751	2075	627	1	141	4	0	0	0	28971	0	1	0	0	1361
mRNA_15993	0	0	0	0	0	0	0	31	0	0	13	0	0	0	0	494	0	0	0	0	18
mRNA_15998	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	195	0	0	0	0	12
mRNA_15975	0	0	0	0	0	0	4	5	0	0	1	0	0	0	0	28	0	0	0	0	0
mRNA_15981	0	0	0	0	0	0	82	53	0	0	2	0	0	0	0	463	0	0	0	0	29
mRNA_16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15994	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	62	0	0	0	0	0
mRNA_15967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
mRNA_15995	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	81	0	0	0	0	4
mRNA_15971	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	312	0	0	0	0	11
mRNA_15973	0	0	0	0	0	0	7	72	751	0	28	0	0	0	0	672	0	0	0	1	60
mRNA_15978	0	0	0	0	0	0	50	16	0	0	0	0	0	0	0	74	0	0	0	0	12
mRNA_15979	0	0	0	0	0	0	50	19	0	0	0	0	0	0	0	610	0	0	0	0	13
mRNA_15984	0	0	0	0	0	0	17	39	0	0	4	0	0	0	0	365	0	0	0	0	12
mRNA_15989	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	291	0	0	0	0	4
mRNA_15990	0	0	0	0	0	0	324	564	0	0	1	2	0	0	0	590	0	0	0	0	67
mRNA_15997	0	0	0	0	0	0	48	21	0	0	1	0	0	0	0	1155	0	0	0	0	44
mRNA_15974	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0
mRNA_15982	0	0	0	0	0	0	524	94	0	0	0	0	0	0	0	225	0	0	0	5	36
mRNA_15991	0	0	0	0	0	0	5	68	0	0	18	0	0	0	0	554	0	0	0	0	21
mRNA_16001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15976	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	133	0	0	0	0	7
mRNA_15966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15996	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	108	0	0	0	0	4
mRNA_15999	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0
mRNA_16455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
mRNA_16459	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	97	0	0	0	0	6
mRNA_16463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
mRNA_16465	0	0	0	0	0	0	84	156	0	0	4	0	0	0	0	475	0	0	0	0	24
mRNA_16467	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	28	0	0	0	0	2
mRNA_16475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
mRNA_16470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1
mRNA_16451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16469	0	0	0	0	0	0	313	243	0	0	2	0	0	0	0	865	0	0	0	0	78
mRNA_16476	0	0	0	0	10	0	38	74	0	0	12	0	0	0	0	889	0	0	0	0	44
mRNA_16458	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	106	0	0	0	0	4
mRNA_16456	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	32	0	0	0	0	1
mRNA_16461	0	0	0	0	0	0	0	33	0	0	1	0	0	0	0	324	0	0	0	0	19
mRNA_16473	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	114	0	0	0	0	7
mRNA_16477	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0
mRNA_16478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16462	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16466	0	0	0	0	0	0	8	69	0	0	1	0	0	0	0	333	0	0	0	0	14
mRNA_16474	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	1
mRNA_16453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16471	0	0	0	0	0	0	39	9	0	0	0	0	0	0	0	161	0	0	0	0	13
mRNA_16472	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	2
mRNA_16464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1
mRNA_15740	0	0	0	0	0	0	161	100	0	0	10	0	0	0	0	661	0	0	0	0	45
mRNA_15743	0	0	0	0	0	0	0	33	253	0	0	0	0	0	0	73	0	0	0	0	18
mRNA_15753	0	0	0	0	0	0	20	17	73	0	3	0	0	0	0	249	0	0	0	0	10
mRNA_15752	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	127	0	0	0	0	7
mRNA_15759	0	0	0	0	0	0	0	25	0	0	6	0	0	0	0	224	0	0	0	0	13
mRNA_15761	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	150	0	0	0	0	5
mRNA_15767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_15742	0	0	0	0	0	0	0	35	0	0	7	0	0	0	0	353	0	0	0	0	17
mRNA_15750	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	39	0	0	0	0	0
mRNA_15755	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	1
mRNA_15772	0	0	0	0	0	0	47	82	16	0	3	1	0	0	0	325	0	0	0	0	18
mRNA_15774	0	0	0	0	0	0	0	66	0	0	86	0	0	0	0	960	0	0	0	0	40
mRNA_15766	0	0	0	0	0	0	44	7	0	0	8	0	0	0	0	678	0	0	0	0	22
mRNA_15765	0	0	0	0	0	0	192	398	385	0	27	4	0	0	0	2017	0	0	0	0	117
mRNA_15754	0	0	0	0	0	0	8	26	0	0	0	1	0	0	0	171	0	0	0	0	8
mRNA_15756	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	103	0	0	0	0	4
mRNA_15760	0	0	0	0	0	0	0	7	0	0	8	2	0	1	0	387	0	0	0	0	12
mRNA_15741	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36	0	0	0	0	1
mRNA_15744	0	0	0	0	0	0	49	6	0	0	0	0	0	0	0	2	0	0	0	0	2
mRNA_15745	0	0	0	0	0	0	89	24	0	0	6	0	0	0	0	1009	0	0	0	0	38
mRNA_15746	0	0	0	0	0	5	1297	1462	236	9	217	0	0	0	0	8819	0	0	0	0	509
mRNA_15747	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	52	0	0	0	0	2
mRNA_15748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mRNA_15757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
mRNA_15758	0	0	0	0	0	0	0	6	0	0	4	0	0	3	0	282	0	0	0	0	8
mRNA_15762	0	0	0	0	0	0	40	15	0	0	1	0	0	0	0	181	0	0	0	0	6
mRNA_15775	0	0	0	0	0	0	140	238	0	5	94	1	0	0	0	10067	0	0	0	0	369
mRNA_15776	0	0	0	0	0	0	174	277	0	0	6	1	0	0	0	1346	0	0	0	0	76
mRNA_15777	0	0	0	0	0	0	0	7	0	0	12	0	0	0	0	807	0	0	0	0	31
mRNA_15778	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	20	0	0	0	0	0
mRNA_15763	0	0	0	0	0	0	21	47	0	0	3	0	0	0	0	305	0	0	0	0	12
mRNA_15751	0	0	0	0	6	0	517	442	1049	0	85	1	0	0	0	13287	0	0	0	1	630
mRNA_15764	0	0	0	0	0	0	160	371	0	0	25	0	0	0	0	1424	0	0	0	0	82
mRNA_15749	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	35	0	0	0	0	1
mRNA_15768	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	78	0	0	0	0	4
mRNA_15771	0	0	0	0	0	0	134	150	0	0	15	0	0	0	0	1864	0	0	0	0	96
mRNA_15770	0	0	0	0	0	0	19	65	0	0	3	0	0	0	0	486	0	0	0	0	17
mRNA_16237	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	1
mRNA_16250	0	0	0	0	0	0	15	31	0	0	1	0	0	0	0	133	0	0	0	0	3
mRNA_16258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
mRNA_16245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16251	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	229	0	0	0	0	12
mRNA_16257	0	0	0	0	0	0	18	53	0	0	0	0	0	0	0	556	0	0	0	0	22
mRNA_16256	0	0	0	0	0	0	267	168	0	0	8	0	0	0	0	545	0	0	0	0	30
mRNA_16244	0	0	0	0	0	0	7	44	0	0	0	0	0	0	0	242	0	0	0	0	18
mRNA_16235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16265	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	1
mRNA_16236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1
mRNA_16238	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	1
mRNA_16239	0	0	0	0	0	0	5	27	0	0	0	0	0	0	0	581	0	0	0	1	25
mRNA_16241	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	26	0	0	0	0	2
mRNA_16242	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	2
mRNA_16252	0	0	0	0	0	0	338	325	123	0	5	1	0	0	0	1646	0	0	0	0	107
mRNA_16254	0	0	0	0	0	0	24	116	0	0	8	0	0	0	0	1114	0	0	0	1	53
mRNA_16255	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	1
mRNA_16259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
mRNA_16261	0	0	0	0	0	0	52	7	0	0	0	0	0	0	0	113	0	0	0	0	8
mRNA_16262	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16240	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	30	0	0	0	0	1
mRNA_16243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16253	0	0	0	0	0	0	30	49	15	0	0	0	0	0	0	435	0	0	0	0	18
mRNA_16263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16260	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	180	0	0	0	0	7
mRNA_16175	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	255	0	0	0	0	10
mRNA_16186	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	74	0	0	0	0	3
mRNA_16192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1
mRNA_16200	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0	0	0	0
mRNA_16179	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
mRNA_16188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16178	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	188	0	0	0	0	6
mRNA_16182	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	55	0	0	0	0	2
mRNA_16187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	2
mRNA_16173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16176	0	0	0	0	0	0	250	69	0	0	29	1	0	0	0	7319	0	0	0	0	274
mRNA_16177	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	132	0	0	0	0	8
mRNA_16180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16183	0	0	2	0	0	0	91	285	1	0	200	0	0	0	0	2119	0	0	0	1	109
mRNA_16184	0	0	0	0	0	0	59	20	0	0	3	0	0	0	0	207	0	0	0	0	19
mRNA_16189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16191	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0
mRNA_16193	0	0	0	0	0	0	11	64	0	4	10	0	0	0	0	1346	0	0	0	1	52
mRNA_16194	0	0	0	0	0	0	19	45	0	0	0	2	0	4	0	997	0	0	0	0	44
mRNA_16195	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	129	0	0	0	0	5
mRNA_16198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1
mRNA_16202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16199	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	82	0	0	0	0	2
mRNA_16185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mRNA_16190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16196	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	383	0	0	0	0	15
mRNA_16171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
mRNA_16197	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	116	0	0	0	0	5
mRNA_16306	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
mRNA_16313	0	0	0	0	0	0	20	13	0	0	1	0	0	0	0	213	0	0	0	0	9
mRNA_16322	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	203	0	0	0	0	11
mRNA_16323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	1
mRNA_16320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16302	0	0	0	0	0	0	37	14	0	0	14	0	0	0	0	473	0	0	0	0	26
mRNA_16314	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	74	0	0	0	0	2
mRNA_16324	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	40	0	0	0	0	0
mRNA_16317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16325	0	0	0	0	0	0	0	22	0	0	12	0	0	0	0	1283	0	0	0	0	54
mRNA_16316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16311	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	508	0	0	0	0	20
mRNA_16326	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	1
mRNA_16312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1
mRNA_16299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16304	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	72	0	0	0	0	3
mRNA_16301	0	0	0	0	0	0	59	15	0	0	0	0	0	0	0	670	0	0	0	0	25
mRNA_16303	0	1	0	0	0	0	452	166	91	0	20	7	0	1	1	5294	0	0	0	0	237
mRNA_16305	0	0	0	0	2	0	3	34	0	0	1	0	0	0	0	164	0	0	0	0	8
mRNA_16307	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	69	0	0	0	0	4
mRNA_16308	0	0	0	0	0	0	3	21	11	0	0	0	0	0	0	165	0	0	0	0	6
mRNA_16310	0	0	0	0	0	0	43	35	0	0	29	0	0	0	0	2905	0	0	0	1	112
mRNA_16315	0	0	0	0	0	0	84	13	0	0	1	0	0	0	0	99	0	0	0	0	8
mRNA_16328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_16327	0	0	0	0	0	0	21	109	171	0	14	0	0	0	0	1318	0	0	0	0	72
mRNA_16300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mRNA_5117	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	181	0	0	0	0	7
mRNA_5120	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	63	0	0	0	0	1
mRNA_5128	0	0	0	0	0	0	74	66	0	0	0	0	0	1	0	775	0	0	0	0	39
mRNA_5129	0	0	0	0	0	0	102	119	0	2	0	0	0	0	0	699	0	0	0	0	29
mRNA_5133	0	0	0	0	0	0	5	17	0	0	11	0	0	0	0	740	0	0	0	0	36
mRNA_5137	0	0	0	0	0	0	23	47	0	1	9717	0	0	0	0	3410	0	0	0	1	457
mRNA_5136	0	0	0	0	0	0	0	19	0	0	12	0	0	0	0	433	0	0	0	0	28
mRNA_5141	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	41	0	0	0	0	3
mRNA_5149	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	15	0	0	0	0	2
mRNA_5151	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	16	0	0	0	0	1
mRNA_5155	0	0	0	0	0	0	24	4	0	0	0	0	0	0	0	64	0	0	0	0	1
mRNA_5156	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0	107	0	0	0	0	8
mRNA_5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	5
mRNA_5163	0	0	0	0	0	0	181	57	0	0	27	0	0	0	0	603	0	0	0	0	47
mRNA_5172	0	1	0	0	0	4	3291	6595	33	0	138	14	1	0	1	30817	0	0	0	0	1725
mRNA_5179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1
mRNA_5180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	3
mRNA_5185	0	0	0	0	0	0	32	18	0	0	31	0	0	0	0	1308	0	0	0	0	52
mRNA_5190	0	0	0	0	1	0	72	55	0	0	0	0	0	0	0	439	0	0	0	0	22
mRNA_5188	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	45	0	0	0	0	3
mRNA_5194	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	194	0	0	0	0	7
mRNA_5195	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	109	0	0	0	0	5
mRNA_5196	0	0	0	0	0	0	74	55	0	0	93	3	0	0	0	2029	0	0	0	0	75
mRNA_5198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	2
mRNA_5202	0	0	0	0	0	0	7	6	0	0	11	0	0	0	0	316	0	0	0	0	9
mRNA_5205	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0	0	0	3
mRNA_5207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1
mRNA_5208	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	89	0	0	0	0	3
mRNA_5206	0	0	1	0	0	0	118	278	0	0	26	1	0	0	0	3773	0	0	0	0	169
mRNA_5209	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	436	0	0	0	0	16
mRNA_5223	0	0	0	0	0	0	10	9	0	0	1	0	0	0	0	79	0	0	0	0	2
mRNA_5229	0	0	0	0	0	0	117	167	0	0	21	3	0	0	0	958	0	0	0	3	45
mRNA_5242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1
mRNA_5243	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	0	0	1
mRNA_5240	0	0	0	0	0	0	45	24	0	0	8	0	0	0	0	863	0	0	0	0	39
mRNA_5247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1
mRNA_5264	0	0	0	0	0	0	16	3	0	0	5	0	0	0	0	981	0	0	0	0	34
mRNA_5272	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0
mRNA_5286	0	0	0	0	0	0	69	5	0	0	4	0	0	0	0	133	0	0	0	1	8
mRNA_5288	0	0	0	0	0	0	96	112	0	0	151	0	0	0	0	2183	0	0	0	2	89
mRNA_5298	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	757	0	0	0	0	29
mRNA_5299	0	0	0	0	0	0	77	45	0	0	119	2	0	0	0	2869	0	0	0	1	120
mRNA_5301	0	0	0	0	0	0	20	35	0	0	0	0	0	0	0	200	0	0	0	0	11
mRNA_5303	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
mRNA_5304	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
mRNA_5328	0	0	0	0	0	0	0	25	0	0	9	0	0	0	0	219	0	0	0	0	13
mRNA_5343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1
mRNA_5344	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	212	0	0	0	1	13
mRNA_5351	0	0	0	0	0	0	127	112	0	0	12	0	0	0	0	1086	0	0	0	0	41
mRNA_5354	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	137	0	0	0	0	11
mRNA_5352	0	0	0	0	0	0	45	39	0	0	5	0	0	0	0	435	0	0	0	0	18
mRNA_5358	0	0	0	0	0	0	36	15	0	0	0	0	0	0	0	156	0	0	0	0	8
mRNA_5360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_5363	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	84	0	0	0	0	1
mRNA_5371	0	0	0	0	0	0	1	60	0	0	0	0	0	0	0	762	0	0	0	0	36
mRNA_5374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1
mRNA_5375	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	32	0	0	0	0	1
mRNA_5173	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	40	0	0	0	0	2
mRNA_5110	0	0	0	0	0	0	55	157	0	0	13	0	0	0	0	2379	0	0	0	0	101
mRNA_5309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_5192	0	0	0	0	0	0	0	11	0	0	9	0	0	0	0	403	0	0	0	0	17
mRNA_5121	0	0	0	0	0	0	14	88	0	0	1	0	0	0	0	624	0	0	0	0	29
mRNA_5222	0	0	0	0	0	0	25	72	0	0	4	0	0	0	0	220	0	0	0	0	17
mRNA_5232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
mRNA_5146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mRNA_5254	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	165	0	0	0	0	2
mRNA_5171	0	0	0	0	1	4	137	250	0	0	73	2	2	0	0	3632	0	0	0	0	138
mRNA_5300	0	0	0	0	0	0	0	28	0	0	20	0	0	0	0	202	0	0	0	0	9
mRNA_5368	0	0	0	0	0	0	12	25	0	0	282	0	0	0	0	1056	0	0	0	0	51
